,Handle,Text,sentiment
4390,@utidewanti,"Mungkin pembahasan ruu cipta kerja itu kaya skripsi, ketok palu yg kemaren itu ibarat pendadaran, belum resmi-resmi banget lulusnya masih ada revisi dari penguji.",1
4391,@KemnakerRI,"Kemnaker terus menyosialisasikan pokok-pokok substansi RUU Cipta Kerja kepada stakeholder. Hari ini, Ibu 
@idafauziyah
 bertemu secara virtual dengan 70 perwakilan dari SP/SB dan pengusaha, peserta Pelatihan Keterampilan Bernegosiasi bagi Pelaku Hubungan Industrial di Yogyakarta.",1
4392,@hariankompas,"Massa KSBSI batal berdemonstrasi menolak RUU Cipta Kerja di dekat Istana Merdeka. Mereka menduga ada elemen masyarakat lain yang juga berunjuk rasa tetapi membawa kepentingan berbeda, salah satunya meminta Presiden mundur. 

#Metropolitan #adadikompasTak Ingin Perjuangan Buruh Dinodai Kepentingan Lain, KSBSI Batal Berdemo ke Jakarta
Jika masih ada elemen massa lain yang hendak beraksi Rabu-Jumat serta membawa kepentingan berbeda dan cenderung merugikan serikat pekerja dan buruh, KSBSI memilih untuk menghindari mereka dalam...
bebas.kompas.id",1
4393,@ismailfahmi,"Baca yg ini kok jadi ngeri ya. Salah satunya:

Terdapat indikasi bahwa operasi kapal asing untuk menangkap ikan di ZEE Indonesia akan dibuka pasca-RUU Cipta Kerja. RUU Cipta Kerja ... menghapuskan kewajiban penggunaan ABK Indonesia sebanyak 70% per kapal.Tweet Kutipan
Greenpeace Indonesia
@GreenpeaceID
 · 13 Okt
RUU Cipta Kerja Tenggelamkan Nelayan Kecil dan Tradisional  https://greenpeace.org/indonesia/siaran-pers/44053/ruu-cipta-kerja-tenggelamkan-nelayan-kecil-dan-tradisional/…",1
4394,@anakharrypotter,"Membalas 
@gitaaayeteHarta, tahta, apa kabar RUU Cipta Kerja",1
4395,@bogemaylav,"oh mngkin uu ciptakerja konsepny ky sidang skripsi kali y. pas sidang yg dikirim skripsi blm final bgt (baca: draft ruu) trs di cecer dosen penguji (baca: demo buruh/mhsswa) hbs itu revisi trs wisuda deh (1035
812). gda ceritanya ditarik atau batal sarjana kan /akhrnya PASTI SAH",1
4396,@wahiidysys_14,Apa kabar covid-19 di tengah tengah RUU cipta kerja ,1
4397,@Brunowicaksono,"... proyek baru bos ? 

Rusuh Demo Tolak RUU Cipta Kerja, Tenda PSBB Tugu Tani Hancur - News http://Liputan6.com https://liputan6.com/news/read/4381383/rusuh-demo-tolak-ruu-cipta-kerja-tenda-psbb-tugu-tani-hancur…Eropa Resah Kasus COVID-19 Melonjak di Italia, Jerman, dan Ceko
Kasus COVID-19 kembali melonjak di beberapa negara Eropa, pemerintah cemas.
liputan6.com",1
4398,@kompascom,"Ketua Baleg DPR Supratman Andi Agtas mengatakan, tidak ada perubahan substansi klaster ketenagakerjaan saat perbaikan draf RUU Cipta Kerja.Baleg Sebut Tak Ada Perubahan Substansi Klaster Ketenagakerjaan dalam RUU Cipta Kerja
Ketua Baleg DPR Supratman Andi Agtas mengatakan, tidak ada perubahan substansi klaster ketenagakerjaan saat perbaikan draf RUU Cipta Kerja.
nasional.kompas.com",1
4399,@YukToleran,"Karena ukuran kertas ganti dari A4 ke legal menjadi penyebab jumlah halaman draft RUU Cipta Kerja berubah - ubah. Jadi, substansi tidak berubah.
#agentoleransi
#salamtoleransi
#UUCiptaKerja
#jangantetprovokasi
#jangansebarhoaksJumlah Halaman Draf RUU Cipta Kerja Berubah-ubah, Azis: Ukuran Kertas Ganti dari A4 ke Legal
Namun, ia memastikan draf final yang saat ini siap dikirim ke presiden yaitu setebal 812 halaman.
nasional.kompas.com",1
4400,@bogor2002,"Aksi Damai 1013 Tolak Pengesahan RUU Cipta KerjaAksi Damai 1013 Tolak Pengesahan RUU Cipta Kerja - Berita Bogor
BERITA BOGOR - Aksi damai 1013 Tolak Pengesahan Rancangan Undang - undang Cipta Kerja di Kawasan Patung Kuda, Silang Monas Jakarta, Selasa (13/10/2020)
beritabogor.com",1
4402,@polisiterentang,"Aksi unjuk rasa menolak omnibus law RUU cipta kerja di depan DPRD Kalbar, Selasa (13/10). Berjalan aman dan damai.

#PoldaKalbar
#humaspolreskuburaya
#UnrasDamaiPontianak
#UnrasOmnibuslawDamaidiPontianak",1
4403,@germantantra,"Asik
Lumayan nambah proyek baru nih...
Tau dong siapa orangnya?

Rusuh Demo Tolak RUU Cipta Kerja, Tenda PSBB Tugu Tani HancurRusuh Demo Tolak RUU Cipta Kerja, Tenda PSBB Tugu Tani Hancur
Polisi menembakkan gas air mata menyusul massa demo tolak RUU Cipta Kerja yang ricuh di Tugu Tani, Jakarta Pusat.
liputan6.com",1
4404,@Di2ekZ,"Membalas 
@republikaonlineMmg yg ngomong jg tahu RUU cipta kerja, lha wong di simpan yg buat",1
4405,@rehmalemn,"#OmnibusLawUntukUMKM

keberadaan RUU Cipta Kerja bisa menjadi solusi perbaikan struktur ekonomi nasional yang terdampak pandemi COVID-19.",1
4406,@polisiterentang,"Seorang peserta aksi unjuk rasa menolak omnibus law RUU cipta kerja di depan DPRD Kalbar, Selasa (13/10), terpaksa harus diberikan perawatan medis. Ia tiba-tiba lemas, di dekat pagar pintu masuk kantor DPRD Kalbar.

#UnrasDamaiPontianak
#UnrasOmnibuslawDamaidiPontianak",1
4409,@Riesta081980,"Membalas 
@Bil_lubisMakanya nggak usah demo, toh nggak punya kepentingan.... Biar buruh saja. Pekerjaan demo kan nggak diusik"" di ruu cipta kerja.",1
4410,@RinduSBY,"Melalui akun Twitter pribadinya, Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono berpendapat mengenai dugaan cacat formil dalam UU Cipta Kerja. Dugaan ini didasarkan pada Draf Final RUU Ciptaker yang dikabarkan berubah-ubah.",1
4411,@HumasKalbar,"Peserta aksi unjuk rasa menolak omnibus law RUU cipta kerja di depan DPRD Kalbar terpaksa harus diberikan perawatan medis.

Selengkapnya di : https://kumparan.com/hipontianak/peserta-demo-tolak-omnibus-law-di-pontianak-yang-kelelahan-dievakuasi-polisi-1uNkC7pSNKz?utm_source=kumMobile&utm_medium=whatsapp&utm_campaign=share&shareID=cJzKzIG9eqRa…

#PoldaKalbar
#unrasdamaipontianak
#UnrasOmnibuslawAmandiPontianak",1
4412,@GATRATVofficial,"Kericuhan pecah saat para Mahasiswa yang tergabung dalam Badan Eksekutif Mahasiswa (BEM) Kota Batam saat menggelar aksi unjuk rasa untuk menolak RUU Cipta Lapangan Kerja (Cilaka) di depan asramah Haji, Kamis (8/10).

VIDEO LENGKAPNYA KLIK LINK BIO

#uucilaka #mahasiswa #demo",1
4413,@muhamadanas999,"Ada lagi dampaknya terhadap pertanian, perikanan, perhubungan, dll. Ya RUU Cipta Kerja. Ini juga tidak kecil, entah dampak positif dan negatif, karena Bapak punya sudut pandang sendiri, pun dengan kami.Tweet Kutipan
Joko Widodo
@jokowi
 · 13 Okt
Fenomena anomali iklim La Nina diprediksi menyebabkan peningkatan akumulasi curah hujan bulanan di Indonesia 20-40% di atas normal. Ini tidak kecil. Dampaknya ke pertanian, perikanan, perhubungan, dll.

Jajaran pemerintah saya minta bersiap mengantisipasi anomali iklim ini.",1
4414,@jpnncom,"Polisi mengamankan ratusan orang karena hendak ikut demo menolak RUU Cipta Kerja di Istana Merdeka, Jakarta. #pedemoditangkapRatusan Orang Mau Demo Diciduk di Tangerang, Astaga
Polisi mengamankan ratusan orang karena hendak ikut demo menolak RUU Cipta Kerja di Istana Merdeka, Jakarta.
m.jpnn.com",1
4416,@indozonemedia,"Pria ini memakai jaket almamater temannya dan melakukan perusakan terhadap mobil polisi. #KAMUHARUSTAU #penyusup #RUUCiptaKerja #OmnibusLawIni Penyusup yang Tunggangi Demo RUU Ciptaker, Bukan Mahasiswa dan Rusak Mobil Polisi | Indozone.id
Seorang penyusup demo RUU Cipta Kerja ditangkap polisi
indozone.id",1
4417,@dirrumahaja,"Ternyata mau ngerasain kecewa gausa susah"" baca ruu cipta kerja. Cukup baca chat kamu udah bikin 𝘥𝘰𝘶𝘣𝘭𝘦𝘬𝘪𝘭𝘭 kecewa. ",1
4420,@CindyH32989802,"AHY Heran Draf RUU Cipta Kerja Berubah-ubah: Saling Tuding Sebar Hoaks https://istanadominoindo.blogspot.com/2020/10/ahy-heran-draf-ruu-cipta-kerja-berubah.html…

#AgenPoker, #AgenDomino",1
4421,@IndahPu48964128,"Meluruskan Hoax yang beredar tentang RUU Cipta Kerja
#DukungUUCiptaKerja",1
4422,@GoRiauCom,"RUU Cipta Kerja 812 Halaman Final, Azis Syamsudin: Sudah Siap Dikirim ke PresidenRUU Cipta Kerja 812 Halaman Final, Azis Syamsudin: Sudah Siap Dikirim ke Presiden
JAKARTA - DPR RI akhirnya selesai melakukan edit terhadap RUU Cipta Kerja. Wakil Ketua DPR Azis Syamsudin menyatakan, pengeditan telah selesai dan RUU siap d...
goriau.com",1
4423,@zulfirman_sh,"Ada pertanyaan begini "" RUU cipta kerja itu tebalnya 1000 halaman lebih, apakah kita sudah membaca semuanya untuk memastikan bahwa RUU tersebut tidak adil untuk diterapkan kepada masyarakat.Tweet Kutipan
tengkuzulkarnain
@ustadtengkuzul
 · 12 Okt
Buku setebal ini perlu IQ 120 ke atas untuk mampu membacanya.
Bagi mereka yg kemampuannya cuma membaca komik, bisa putus baut otaknya...",1
4424,@sendc0de,"Hadirnya RUU cipta kerja yang baru ini sangat #OmnibuslawUntukUMKM 
Membantu sekali dan sangat bermanfaat ",1
4426,@mulanbilqis,"Dalam UU Cipta Kerja, Sertifikasi halal berlaku selama 4 tahun sejak diterbitkan oleh BPJPH, kecuali terdapat perubahan komposisi bahan,” tulis RUU tersebut.

Perpanjang sertifikasi halal paling lambat 3 bulan sebelum masa berlaku sertifikat berakhir.
#OmnibusLawBerkah",1
4427,@FathraNazrul,"Kiai Ma'ruf: Saya Menilai Penting untuk Menyinggung UU Cipta Kerja 
#RUUCiptaKerja #RUUCiptaker #UUCiptaKerja #OmnibusLaw #AksiTolakOmnibusLawKiai Ma'ruf: Saya Menilai Penting untuk Menyinggung UU Cipta Kerja
Wakil Presiden KH Ma'ruf Amin turut menjelaskan terkait lahirnya RUU Cipta Kerja yang baru saja disahkan DPR menjadi UU.
m.jpnn.com",1
4428,@Satbinmaskubur1,"Hi!Pontianak - Seorang peserta aksi unjuk rasa menolak omnibus law RUU cipta kerja di depan DPRD Kalbar, Selasa (13/10), terpaksa harus diberikan perawatan medis. Ia tiba-tiba lemas, di dekat pagar pintu masuk kantor DPRD Kalbar.

https://kumparan.com/hipontianak/peserta-demo-tolak-omnibus-law-di-pontianak-yang-kelelahan-dievakuasi-polisi-1uNkC7pSNKz?utm_source=kumMobile&utm_medium=whatsapp&utm_campaign=share&shareID=cJzKzIG9eqRa…",1
4430,@trenmyid,"Berita demo hari ini - Jakarta - PA 212 dkk yang tergabung dalam Aliansi Nasional Anti Komunis (ANAK) NKRI akan menggelar demo hari ini.

Selain tolak RUU Cipta Kerja, kata Slamet, ada juga beberapa poin yang akan disuarakan.",1
4431,@AwhiRSaputra,"Kalo sda gini, siapa sebenarnya yg HOAKS......?????
Draf RUU Cipta Kerja Diperbarui Lagi, Berubah Jadi 812 Halaman | http://Kompas.com | LINE TODAY https://today.line.me/id/v2/article/oKlDm5?utm_source=ttshare… #LINETODAY #KompascomBerita Terkini Hari Ini, Kabar Akurat Terpercaya - Kompas.com
Kompas.com - Berita Indonesia dan Dunia Terkini Hari Ini, Kabar Harian Terbaru Terpercaya Terlengkap Seputar Politik, Ekonomi, Travel, Teknologi, Otomotif, Bola
kompas.com",1
4432,@andrywaseso,"Yg bilang RUU Cipta Kerja akan menciptakan lapangan kerja.Tweet Kutipan
Dedek Prayudi - Uki || ig: @uki_dedek
@Uki23
 · 13 Okt
Kemaren RUU Cipta Kerja dibilang neo lib.

Hari ini RUU Cipta Kerja dibilang komunis.

Jadi yang bener yang mana?",1
4433,@matafakta1,"Aksi RUU Cipta Kerja, Pusat Perbelanjaan Blok M Squar Sepi PengunjungAksi RUU Cipta Kerja, Pusat Perbelanjaan Blok M Squar Sepi Pengunjung
BERITA JAKARTA - Sejumlah pertokoan di kawasan pusat perbelanjaan Blok M Squar di Jakarta Selatan, tampak sepi pengunjung dampak adanya aksi unjuk rasa menolak UU Cipta Kerja atau Omnibus Law di...
matafakta.com",1
4434,@PDemokrat,"""Pagi ini (13/10), saya membaca headline Koran Tempo dan Kompas. Kedua harian nasional itu menyoroti tentang dugaan cacat formil dalam UU Cipta Kerja. Dugaan ini didasarkan pada Draf Final RUU Ciptaker yang dikabarkan berubah-ubah""

--AHY",1
4436,@GoAcehco,"RUU Cipta Kerja 812 Halaman Final, Azis Syamsudin: Sudah Siap Dikirim ke PresidenRUU Cipta Kerja 812 Halaman Final, Azis Syamsudin: Sudah Siap Dikirim ke Presiden
JAKARTA - DPR RI akhirnya selesai melakukan edit terhadap RUU Cipta Kerja. Wakil Ketua DPR Azis Syamsudin menyatakan, pengeditan telah selesai dan RUU siap dikirim ke Presiden untuk disahkan....
goaceh.co",1
4438,@MeongEmpus,"Mari bicara bertatap Negara yang baik. 

RUU Cipta Kerja itu INKONSTITUSIONAL yang langgar hukum adalah yang melakukan Inkonstitusional,  betul 
Rakyat menuntut Hak dan dilindungi Konstitusi. 

Jadilah orang yang bijaksana. 
Dunia Internasional memantau tulisan ini. Tweet Kutipan
JPNN.com
@jpnncom
 · 13 Okt
Bang Edi mendukung langkah Polri mengusut tuntas pelaku penjarahan dan pelaku ujaran kebencian dalam aksi unjuk rasa menentang RUU Cipta Kerja. #RUUCiptaKerja https://m.jpnn.com/news/usut-tuntas-pelaku-penjarahan-dan-ujaran-kebencian-dalam-aksi-menolak-ruu-cipta-kerja…",1
4440,@budhihermanto,"Klarifikasi ya, wahai para pendukung omnibus law yang terhormat. Poster seolah Buya Maarif merestui RUU cipta Kerja, bukan dari Buya Syafii Maarif.",1
4441,@YanHarahap,"Ketua Umum 
@PDemokrat
 ⁦
@AgusYudhoyono
⁩ atau yang lebih dikenal dengan AHY menilai, ketidakjelasan draf final RUU Cipta Kerja telah menimbulkan kebingungan di tengah masyarakat.AHY: Ketidakjelasan Draf RUU Cipta Kerja Timbulkan Kebingungan Masyarakat - www.radartangsel.com
Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono atau yang lebih dikenal dengan AHY menilai, ketidakjelasan draf final RUU Cipta Kerja telah menimbulkan kebingungan di tengah masyarakat.
radartangsel.com",1
4442,@GoNewsdotco,"RUU Cipta Kerja 812 Halaman Final, Azis Syamsudin: Sudah Siap Dikirim ke PresidenRUU Cipta Kerja 812 Halaman Final, Azis Syamsudin: Sudah Siap Dikirim ke Presiden
JAKARTA - DPR RI akhirnya selesai melakukan edit terhadap RUU Cipta Kerja. Wakil Ketua DPR Azis Syamsudin menyatakan, pengeditan telah selesai dan RUU siap dikirim ke Presiden untuk disahkan....
gonews.co",1
4443,@GoSumbarcom,"RUU Cipta Kerja 812 Halaman Final, Azis Syamsudin: Sudah Siap Dikirim ke PresidenRUU Cipta Kerja 812 Halaman Final, Azis Syamsudin: Sudah Siap Dikirim ke Presiden
JAKARTA - DPR RI akhirnya selesai melakukan edit terhadap RUU Cipta Kerja. Wakil Ketua DPR Azis Syamsudin menyatakan, pengeditan telah selesai dan RUU siap dikirim ke Presiden untuk disahkan....
gosumbar.com",1
4444,@merdekadotcom,"Pimpinan DPR: RUU Cipta Kerja 812 Halaman Siap Dikirim ke Presiden: Dia menyebut koreksi terhadap RUU yang sudah disahkan sejak 5 Oktober itu bukanlah hal yang dilarang untuk dilakukan.Pimpinan DPR Ungkap Kertas Penyebab Jumlah Perbedaan Halaman RUU Cipta Kerja
Dia menyebut koreksi terhadap RUU yang sudah disahkan sejak 5 Oktober itu bukanlah hal yang dilarang untuk dilakukan.
merdeka.com",1
4445,@BennyHarmanID,"Coba terka, ada berapa Bab isi dari RUU Cipta Kerja yang sebelum selesai telah disetujui di Rapat Paripurna? Dan menjadi berapa Bab setelah RUU tersebut diselesaikan setelah disahkan di Rapat Paripurna? Liberte!",1
4446,@HendrikSugara2,AHY: Tidak Adanya Draf Final RUU Cipta Kerja Bikin Chaos Informasi http://dlvr.it/RjVJ8g,1
4447,@ronaldagus84,"Membalas 
@Ompri212
 dan 
@DiniHrdiantiAlah..itu cm akal2an aja cari draft aslinya. Pemerintah dan pihak kpolisian itu ngk bakal asal ngomong hoax klo ngk punya dasar bukti. Gini, klo mmg yg kau posting itu benar isi RUU cipta kerja, dr mana dia tau? Kan ngk ada aslinya kau blg? Siapa yg posting, org pemerintahan kah?",1
4448,@EdiKeceput,"Menkominfo: Naskah Final UU Cipta Kerja Dipublikasikan Setelah Jadi Lembaran Negara

===
Pak 
@PlateJohnny
,  angt DPR yg membahas RUU CK (OL) menegaskan di TV, saat sidang paripurna tidak ada draft/naskah RUU, lalu apa yg dibahas & diputus ?
===Menkominfo: Naskah Final UU Cipta Kerja Dipublikasikan Setelah Jadi Lembaran Negara
Kompas.com - Menteri Komunikasi dan Informatika (Menkominfo) Johnny G. Plate memimpin Rapat Koordinasi dengan Dinas Komunikasi dan Informatika tingkat provinsi se-Indonesia
babe.news",1
4449,@jpnncom,"Bang Edi mendukung langkah Polri mengusut tuntas pelaku penjarahan dan pelaku ujaran kebencian dalam aksi unjuk rasa menentang RUU Cipta Kerja. #RUUCiptaKerjaUsut Tuntas Pelaku Penjarahan dan Ujaran Kebencian Dalam Aksi Menolak RUU Cipta Kerja
Bang Edi mendukung langkah Polri mengusut tuntas pelaku penjarahan dan pelaku ujaran kebencian dalam aksi unjuk rasa menentang RUU Cipta Kerja.
m.jpnn.com",1
4450,@seven_yakuza71,Yang demo buat rusuh isinya bocah Abg yg gak tau apa resensi apa yg dia demo tentang RUU cipta kerja dan bikin rusuh lagi giliran di balas aparat bilang nya aparat yg mulai kan koplak bocah bocah,1
4451,@FatLonewolf,"Membalas 
@realeducatioon
 dan 
@blessednerd_ramee kek demo ruu ciptakerja",1
4452,@TRANSTV_CORP,"AKSI DEMONSTRASI TOLAK RUU CIPTA KERJA KEMBALI TERJADI DI KAWASAN PATUNG KUDA, MONAS, JAKARTA

OPERASIONAL TRANSJAKARTA BERHENTI HARI INI IMBAS DEMONSTRASI TOLAK RUU CIPTA KERJA

STLH SEMBUH COVID-19 TRUMP AKAN CIUM PENDUKUNGNYA

SELENGKAPNYA #CNNINDONESIA NEWS UPDATE JAM 16.00",1
4454,@polsekbuaysand1,Himbauan dari Kadus I Desa Gunung Terang Kecamatan Buay Sandang Aji untuk tidak ikut serta dalam unjuk rasa menolak RUU Omnibus law Cipta Kerja.,1
4456,@defgro,"6 hari setelah RUU cipta kerja disahkan, ihsg bullish. koreksi dikit wajar",1
4457,@polsekbuaysand1,Himbauan dari Bapak Dedi Kurniawan S.Pd Tokoh Pemuda Desa Gunung Terang Kecamatan Buay Sandang Aji untuk tidak ikut serta dalam unjuk rasa menolak RUU Omnibus law Cipta Kerja.,1
4458,@idtodayco,"AHY Heran Draf RUU Cipta Kerja Berubah-ubah: Saling Tuding Sebar HoaksAHY Heran Draf RUU Cipta Kerja Berubah-ubah: Saling Tuding Sebar Hoaks
IDTODAY NEWS - Ketum Demokrat Agus Harimurti Yudhoyono atau AHY menyoroti perubahan jumlah halaman draf UU Cipta Kerja yang terus berubah-ubah sejak masih menjadi RUU. AHY mengatakan seharusnya draf...
news.idtoday.co",1
4459,@antaranews,"""RUU Cipta Kerja bertujuan untuk menyediakan lapangan kerja sebanyak-banyaknya bagi para pencari kerja dan penganggur,"" kata Menaker. 
#UUCiptaKerja #OmnibusLawMenaker: UU Cipta Kerja untuk sediakan lapangan kerja sebanyak mungkin
Undang-Undang (UU) Cipta Kerja sangat dibutuhkan untuk menjawab tantangan terbesar bidang ketenagakerjaan yaitu mempertahankan dan menyediakan lapangan kerja ...
antaranews.com",1
4461,@MonitorCOID,"AHY: Tidak Adanya Draf Final RUU Cipta Kerja Bikin Chaos InformasiAHY: Tidak Adanya Draf Final RUU Cipta Kerja Bikin Chaos Informasi
MONITOR, Jakarta – Ketua Umum Partai Demokrat, Agus Harimurti Yudhoyono (AHY), mengungkapkan kekhawatirannya lantaran tidak ada pembagian naskah final UU Cipta Kerja ketika disahkan dalam Sidang...
monitor.co.id",1
4462,@ILoveDISway,"Dahlan Iskan: Pengusaha Terkejut Pemerintah Ajukan RUU Cipta Kerja - detikFinanceDahlan Iskan: Pengusaha Terkejut Pemerintah Ajukan RUU Cipta Kerja
""Pengusaha pada umumnya memang terkejut oleh keberanian pemerintah mengajukan RUU Cipta Kerja itu,"" kata Dahlan.
finance.detik.com",1
4463,@jpnncom,"Wapres Ma'ruf Amin mengingatkan kepada pihak-pihak yang merasa keberatan dengan materi Omnibus Law RUU Cipta Kerja untuk tidak membuat kegaduhan dan melanggar hukum. #WapresMa'rufAminWapres Ma'ruf Ingatkan Pihak-pihak yang Keberatan RUU Ciptaker, Jangan Buat Kegaduhan
Wapres Ma'ruf Amin mengingatkan kepada pihak-pihak yang merasa keberatan dengan materi Omnibus Law RUU Cipta Kerja untuk tidak membuat kegaduhan dan melang...
m.jpnn.com",1
4464,@ChndrAssgf,"Membalas 
@bwi24jammhanya seglintir orang yang benar benar paham akan RUU cipta kerja, dan sisanya pansos, cari jodoh dan pejuang SW/SG",1
4465,@alinrachmawati,"Membalas 
@alvinwija_
 dan 
@adjisdoaibuMove on ke Ruqiyah RUU Cipta Kerja.",1
4466,@papuabercerita,"UU Cipta Kerja sebetulnya sangat baik untuk masyarakat karena RUU ini juga berpotensi mengkerdilkan praktek ilegal pungutan liar (pungli).

Ganjar Pranowo
Gubernur Jawa Tengah",1
4468,@Rizkiansyah277,"Demo Pertama RUU KUHP Presiden Tidak Di Tempat Dan Para Petinggi DPR Pun Tak Ada Yang Turun Menemui Masa,.. 

Demo Kedua RUU CIPTA KERJA Presiden Juga Masih Tidak Ada Di Tempat Dan DPR pula Tak Ada Yang Menemui Masa,.  

Seolah Suara Dan Nyawa Para Demonstran  Tiada Artinya..!!!",1
4469,@OfficialBMI__,"SBY Jelaskan Alasan Partai Demokrat Tolak Pengesahan RUU Cipta Kerja

http://bintangmudaindonesia.id/sby-jelaskan-alasan-partali-demokrat-tolak-pengesahan-ruu-cipta-kerja/…",0
4470,@HebatPolitik,"Membalas 
@P3nj3l4j4h_idEmak stress...ex PDIP kalah dibanten jd stress pindah partai PAN...jg dkg ruu ciptakerja",1
4472,@seagate_pratomo,"Ini sebenarnya ormas apa sih, ?? 
AHOK di demo, RUU IDEOLOGI PANCASILA di demo, UU CIPTA KERJA di demo...
Tapi ujung²nya minta Jokowi lengser...",1
4473,@jpnncom,"PT MRT Jakarta menutup sementata tujuh stasium imbas dari adanya  demo tolak RUU Cipta Kerja di kawasan Istana Merdeka. #Aksi1310MRT Tutup Sementara Tujuh Stasiun Imbas Demo Tolak RUU Cipta Kerja di Istana
PT MRT Jakarta menutup sementata tujuh stasium imbas dari adanya demo tolak RUU Cipta Kerja di kawasan Istana Merdeka.
m.jpnn.com",1
4474,@TirzaYosiana,"So, karena jakarta demo dimana mana, salah satu temen gw yang kantornya deket istana negara nge post soal demo hari ini.
Dengan caption, 
""Demo RUU Cipta Kerja yang demo pengangguran. Gak relate""",1
