,Handle,Text,tweet_clean
254,@KlimaAction,"Solidaritas Tanpa Batas 
#OmnibusLaw RUU CiptaKerja 
Siapa akan terkesan ? 

Dengarkan mengapa masyarakat sivil turun di jalanan ! 
http://fb.me/e/38oExsh9d
@KlimaAction
  
@350Indonesia
  
@Climaterangers_
  

#TolakOmnibusLaw 
#KeadilanIklim
#BangsaMahasiswa 
#Asia4Climate",solidaritas batas rancang undang undang cipta kerja kes dengar masyarakat sipil turun jalan
255,@Faith19241,"Membalas 
@AbrSamad
 dan 
@msaid_diduApakah pengesahan RUU CIPTA KERJA itu menyalahi undang2?",balas kesah rancang undang undang cipta kerja salah
256,@kaistoast,"I can't rly sleep so to my indon moots,, I'm still in the fence regarding how I should feel about the RUU cipta kerja like I feel like I'm missing so many things just cuz my Indonesian in lacking and it's so hard to make an objective stance on it ",t tidur my indonesia moots m feel rancang undang undang cipta kerja like feel like m missing just my indonesia s keras pakai an objective diri on
257,@TentaraRakyat,"Membalas 
@tempodotco
 dan 
@JaYaNeger1KuPemerintah takut didemo??berarti memang bener ini RUU cipta kerja menyusahkan Rakyat...hrs dibatalkan atau Jokowi mundur",balas takut demo rancang undang undang cipta kerja susah rakyat batal jokowi mundur
258,@TentaraRakyat,"Percuma ke MK... siapa yg pilih ketua MK???yaa presiden...trus bisa gagalkan RUU cipta kerja?? Mereka pikir Rakyat Indonesia lulusan TK semua kali ye....Tweet Kutipan
Edy Bayo Regar
@Regar_Oposisi
 · 18 Okt
Pemerintah ngotot nyuruh omnibus law dibawa ke MK. 
Apakah MK masih bisa dipercaya?",mahkamah konstitusi pilih ketua mahkamah konstitusi ya presiden gagal rancang undang undang cipta kerja pikir rakyat indonesia lulus kali ya tweet kutip edy regar oktober perintah otot suruh omnibus law bawa mahkamah konstitusi mahkamah konstitusi percaya
259,@muh_rhezaaditya,Sampai hari ini seluruh daerah masih dengan gagah dan lantangnya memperjuangkan untuk membatalkan RUU Cipta Kerja. Kita doakan  semoga perjuangan membuahkan hasil. Aaamiin.,daerah gagah lantang juang batal rancang undang undang cipta kerja doa moga juang buah hasil amin
260,@RicKY_KCh,"Temuan LP3ES: Akun Buzzer Dominasi Peta Percakapan Pendukung UU CIpta Kerja.Aktor yang dominan pada klaster kontra RUU Cipta Kerja adalah : Pukat UGM. Kemudian media massa, politikus Demokrat Agus Harimurti Yudhoyono, dan politikus PKS Hidayat Nur Wahid.Temuan LP3ES: Akun Buzzer Dominasi Peta Percakapan Pendukung UU CIpta Kerja
LP3ES mengatakan akun pendengung atau buzzer mendominasi peta percakapan pada klaster partai politik pendukung UU Cipta kerja.
nasional.tempo.co",temu akun buzzer dominasi peta cakap dukung undang undang cipta kerja aktor dominan kluster kontra rancang undang undang cipta kerja pukat ugm media politikus demokrat agus harimurti yudhoyono politikus pks hidayat nur wahid temu akun buzzer dominasi peta cakap dukung undang undang cipta kerja akun dengung buzzer dominasi peta cakap kluster partai politik dukung undang undang cipta kerja nasional tempo
261,@Nitro_Foxit,"Membalas 
@tolakbigotnkri
 @eLHurryKoRn
  dan 4 lainnyaMasih mendingan yg demo menolak RUU Cipta kerja tp mendukung RUU penghapusan kekerasan seksual! #SahkanRUUPKS",balas mending demo tolak rancang undang undang cipta kerja dukung rancang undang undang hapus keras seksual
262,@syahroni_muh,"Membalas 
@GarudaOposisi2Org2 yg berkepentingan pada RUU CIPTA KERJA menghamburkan receh untuk bs kuasai segunung emas.",balas penting rancang undang undang cipta kerja hambur receh kuasa gunung emas
263,@AffandiMasrul," DISKUSI AKTUAL 
*Telaah Kritis UU Omnibus Law Cipta Kerja dan Solusi Islam*

Minggu, 18 Oktober 2020
Pukul 08.00--selesai

Pengesahan Omnibus Law RUU Cipta Kerja pada Senin 5 Oktober lalu mendapat penolakan dari berbagai elemen masyarakat, dalam bentuk demonstra",diskusi aktual telaah kritis undang undang omnibus law cipta kerja solusi islam minggu oktober selesai kesah omnibus law rancang undang undang cipta kerja senin oktober tolak elemen masyarakat bentuk demonstran
264,@Unknown57122317,Awalnya sih saya benci dan ga suka jokowi tpi setelah menemukan salah satu akun IG.. saya berubah pikiran ada hal yg ganjil yg tdk pernah diberitakan.. katanya RUU Cipta kerja itu merugikan pengusaha besar dan sudah lama di indo karena bila ada perusahaan baru maka izinya mudah,sih benci suka jokowi temu salah akun instagram ubah pikir ganjil berita rancang undang undang cipta kerja rugi usaha indonesia usaha izinya mudah
265,@nasrul_haqqi,"Kalau kena gas air mata enggak kabur teriaknya bukan revolusi ngab. Tapi teriak ""hidup RUU Cipta Kerja"" sambil pakai masker anti gas air mata sambil bawa tameng dan pentungan.Tweet Kutipan
Delano J. Muntu
@delanomuntu
 · 18 Okt
Membalas @AbdulAz93506871 @PakattDayak dan @Dandhy_Laksono
Sok2 treak revolusi, kena gas air mata aja kabur. KNTL LO AH!",kena gas air mata kabur teriak revolusi bang teriak hidup rancang undang undang cipta kerja pakai masker anti gas air mata bawa tameng pentung tweet kutip delano j muntu oktober balas treak revolusi kena gas air mata kabur kontol
266,@andyydepp,"Membalas 
@wolfkillkadrun
 @donie_bkt
  dan 3 lainnyaRUU cipta kerja diinisiasi pemerintah melalui usulan presiden kepada DPR",balas rancang undang undang cipta kerja inisiasi perintah usul presiden dewan wakil rakyat
267,@greypunch,"Membalas 
@QuvvattGrafik kayak ginian malah bisa dijadiin legitimasi pentingnya RUU Cipta Kerja... ",balas kayak legitimasi rancang undang undang cipta kerja
268,@yusuf_dumdum,"Entah kenapa ikut senang aja kalau UMKM diberdayakan begini sama pemerintah.

UMKM selama ini gak pernah demo dan banyak menuntut, tapi kini UMKM sepertinya mendapatkan angin segar, apalagi dengan adanya ruu cipta kerja yg memberikan banyak kemudahan. Kemendag Gandeng Accor Group, BNI, dan Gojek Berdayakan UMKM di Jateng
Kerjasama ini dilaksanakan sebagai tindak lanjut nyata dari Kemendag dalam melaksanakan arahan Presiden pada 14 Mei 2020 telah mencanangkan gerakan nasional bangga buatan Indonesia.
liputan6.com",senang usaha mikro tengah daya perintah usaha mikro tengah demo tuntut usaha mikro tengah angin segar rancang undang undang cipta kerja mudah kemendag gandeng grup bni gojek daya usaha mikro tengah jawa kerjasama laksana tindak nyata kemendag laksana arah presiden mei canang gera nasional bangga buat indonesia
269,@GSHRUdayana,"NONGKI 20 – Menolak Lupa RUU PKS: Urgensi dan Kontroversi

UU Omnimbus Law Cipta Kerja telah disahkan, meskipun menuai banyak protes. Sementara itu, RUU PKS justru dikeluarkan dari daftar Program Legislasi Nasional (Prolegnas) 2020.",tongkrong bareng tolak lupa rancang undang undang pks urgensi kontroversi undang undang omnibus law law cipta kerja sah tuai protes rancang undang undang pks keluar daftar program legislasi nasional program legislatif nasional
270,@Deddy_dhsTA,"SALAH KETIK FRASA PADA RUU CIPTA KERJA/OMNIBUS LAW?

Oleh: Chandra Purna Irawan,S.H.,M.H. (Ketua Eksekutif Nasional BHP KSHUMI &amp; Sekjen LBH PELITA UMAT)
  #AllahBenciOrangDzolim 
. http://krm.li/kc-01017 . #2S3Bp https://tintasiyasi.com/2020/02/salah-ketik-frasa-pada-ruu-cipta.html…Kabar Malam & Kajian Online ""Celaan bagi Pembuat Hukum Selain Allah...
Jangan Lupa Share, like and Coment Video dan Subscribe Channel Dakwah ini gratis
youtube.com",salah ketik frasa rancang undang undang cipta kerja omnibus law chandra purna irawan s h m h ketua eksekutif nasional badan hukum didik kshumi sekjen pelita umat
271,@boedidd,"Daftar Pasal Bermasalah dan Kontroversi Omnibus Law RUU Cipta Kerja https://tirto.id/f5AU?utm_source=Twitter&utm_medium=Share… via 
@tirtoidDaftar Pasal Bermasalah RUU Cipta Kerja Pemicu Demo 6-8 Oktober - Tirto.ID
Pasal bermasalah dalam Omnibus Law RUU Cipta Kerja yang mencakup tentang ketenagakerjaan, Pendidikan, Pers hingga Lingkungan Hidup.
tirto.id",daftar pasal masalah kontroversi omnibus law rancang undang undang cipta kerja
272,@henrysaudale,"Ketentuan soal halal diatur dalam Pasal 49 RUU Cipta Kerja. Pasal ini berisi revisi atas beberapa pasal di RUU Jaminan Produk Halal (JPH). Di antaranya, menghapus kewenangan tunggal Majelis Ulama Indonesia (MUI) dalam menetapkan produk halal.NU dan Muhammadiyah Boleh Menerbitkan Sertifikasi Halal
RUU Cipta Kerja membolehkan ormas Islam seperti Nahdlatul Ulama dan Muhammadiyah mengeluarkan sertifikasi halal.
jpnn.com",tentu halal atur pasal rancang undang undang cipta kerja pasal isi revisi pasal rancang undang undang jamin produk halal jamin produk halal hapus wenang tunggal majelis ulama indonesia majelis ulama indonesia tetap produk halal nu muhammadiyah terbit sertifikasi halal rancang undang undang cipta kerja boleh organisasi massa islam nahdlatul ulama muhammadiyah keluar sertifikasi halal
273,@djaritakirana,"Ngak bisa menjelaskan isi RUUciptakerja yg disahkan dewan perwakilan rezim yg isinya beruba2h, buzzerRp istana pasti salahkan kadrun, HTI, khilafah,ISAS ISIS & FPI oleh kaum tololransi..

Ngabalin: Waspadai Paham ISIS Gentayangan di Penolakan UU CiptakerNgabalin: Waspadai Paham ISIS Gentayangan di Penolakan UU Ciptaker
IDTODAY NEWS - Tenaga Ahli Utama Kantor Staf Presiden (KSP) Ali Mochtar Ngabalin meminta mewaspadai paham radikal yang bisa membuat Indonesia tercabik-cabik. Dia menyebut kelompok berpaham radikal...
news.idtoday.co",isi rancang undang undang cipta kerja sah dewan wakil rezim isi buzzer rp istana salah kadrun hti khilafah isas isis front bela islam kaum tolol ngabalin waspada paham isis gentayang tolak undang undang cipta kerja ngabalin waspada paham isis gentayang tolak undang undang cipta kerja idtoday news tenaga ahli utama kantor staf presiden kantor staf presiden ali mochtar ngabalin waspada paham radikal indonesia cabik cabik sebut kelompok paham radikal news idtoday
274,@RustamIbrahim,"Meski ada pandemi, meski ada RUU Cipta Kerja, kepuasan terhadap Presiden Jokowi tetap tinggi. Malah naik dari 65% menjadi 68%Survei Indikator: Kepuasan Publik pada Jokowi Sedikit Naik pada September 2020
'Yang puas 68 persen, sedikit mengalami kenaikan dibanding bulan sebelumnya,' kata Burhanuddin Muhtadi.
nasional.kompas.com",pandemi rancang undang undang cipta kerja puas presiden jokowi survei indikator puas publik jokowi september puas persen alami naik banding burhanuddin muhtadi nasional
275,@bhouws,"Membalas 
@tvOneNewsbahas ttg kehebohan RUU Cipta kerja dong... Jgn memble",balas heboh rancang undang undang cipta kerja memble
276,@SastroGedek,"RUU Cipta kerja dirancang untuk memudahkan segala sistem regulasi dan perizinan serta Investasi yang diharapkan bertambah, dan penyerapan tenaga kerja lebih banyak
@jokowi",rancang undang undang cipta kerja rancang mudah sistem regulasi izin investasi harap tambah serap tenaga kerja
279,@magdaleneid,"Presiden dan DPR telah mempraktikkan kembali cara-cara buruk dalam membentuk undang-undang. RUU Cipta Kerja disiapkan, dibahas, dan disahkan dengan prosedur yang tidak transparan, partisipatif, dan akuntabel.Ahli: UU Cipta Kerja Tak Jamin Investasi, Rusak Lingkungan Hidup
Disahkannya UU Cipta Kerja menunjukkan bahwa pemerintah melihat perlindungan lingkungan sebagai proses lama yang menyulitkan pengusaha dan bisnis semata.
magdalene.co",presiden dewan wakil rakyat praktik buruk bentuk undang undang rancang undang undang cipta kerja siap bahas sah prosedur transparan partisipatif akun tabel ahli undang undang cipta kerja jamin investasi rusak lingkung hidup sah undang undang cipta kerja perintah lindung lingkung proses sulit usaha bisnis magdalene
281,@stafsuscolonial,"ISIS tolak ruu cipta kerja?
om ngabalin ini lucu deh, ISIS itu kalo mau kerja, gajinya mahal

isis mana mau digaji umrTweet Kutipan
IndonesiaToday
@idtodayco
 · 18 Okt
Ngabalin: Waspadai Paham ISIS Gentayangan di Penolakan UU Ciptaker https://news.idtoday.co/ngabalin-waspadai-paham-isis-gentayangan-di-penolakan-uu-ciptaker/…",isis tolak rancang undang undang cipta kerja om ngabalin lucu deh isis kerja gaji mahal isis gaji umr tweet kutip indonesia today oktober ngabalin waspada paham isis gentayang tolak undang undang cipta kerja
282,@BpnAtr,"#Repost 
@kementerian
.atrbpn (
@get_repost
)
Halo #SobATRBPN Sofyan A. Djalil Menteri ATR/Kepala BPN yg menjadi salah satu pencetus lahirnya RUU Cipta Kerja, berbagi informasi nih dengan Deddy Corbuzier dikanal YouTube 
@mastercorbuzier
 
#ATRBPNMajudanModern",atrbpn halo sofyan a djalil menteri kepala badan tahan nasional salah cetus lahir rancang undang undang cipta kerja bagi informasi deddy corbuzier kanal youtube
283,@AriestaRiico_,"Ada 10 menteri bersama Menteri Koordinator Bidang Perekonomian yang ditugaskan untuk mewakili presiden dalam pembahasan RUU Cipta Kerja di DPR RI
Waspada Korona
#CiptaKerjaBangunBangsa",menteri menteri koordinator bidang ekonomi tugas wakil presiden bahas rancang undang undang cipta kerja dewan wakil rakyat rakyat indonesia waspada corona
284,@AriestaRiico_,"RUU Cipta Kerja akhirnya sah menjadi undang-undang, setelah disepakati dalam pengambilan keputusan tingkat II dalam rapat paripurna DPR RI
Waspada Korona
#CiptaKerjaBangunBangsa",rancang undang undang cipta kerja sah undang undang pakat ambil putus tingkat rapat paripurna dewan wakil rakyat rakyat indonesia waspada corona
285,@LILApama2011,"Walau sering dianggap sebagai kelompok yang paling keras menolak Omnibus Law khususnya RUU Cipta Kerja, serikat pekerja masih memiliki obyektifitas dalam memandang klausul-klausul dalam aturan ‘sapu jagat’ tersebut.Serikat Pekerja Dukung Omnibus Law, Ini Syaratnya - RMOLACEH
Walau sering dianggap sebagai kelompok yang paling keras menolak Omnibus Law khususnya RUU Cipta Kerja, serikat pekerja masih memiliki obyektifitas dalam memandang klausul-klausul dalam aturan ‘sapu...
rmolaceh.id",anggap kelompok keras tolak omnibus law rancang undang undang cipta kerja serikat kerja milik objektivitas pandang klausul klausul atur sapu jagat serikat kerja dukung omnibus law syarat rmol acel anggap kelompok keras tolak omnibus law rancang undang undang cipta kerja serikat kerja milik objektivitas pandang klausul klausul atur sapu rmol acel
286,@unyubangetz,"RUU Cipta Kerja memang mencoba untuk memfasilitasi pergeseran di bidang investasi dan ketenagakerjaan di masa yang akan datang. #RakyatBersamaOmnibusLawDari 
Lr",rancang undang undang cipta kerja coba fasilitas geser bidang investasi ketenagakerjaan lr
289,@HanifaWiwid,"RUU Ciptakerja Mudahkan UMKM
#CiptaKerjaBermanfaat",rancang undang undang cipta kerja mudah usaha mikro tengah
290,@gigineyz1,"RUU Ciptakerja Harapan Para Buruh
#CiptaKerjaBermanfaat",rancang undang undang cipta kerja harap buruh
291,@PetualanSedjati,"Dukun Terus RUU Ciptakerja
#CiptaKerjaBermanfaat",dukun rancang undang undang cipta kerja
295,@deem1tri,IF U SAW MY TWEETS ABT RUU CIPTA KERJA MY MOM TWEEITED IT ON ACCIDENT BYEE&#&$&#,u saw my tweet rancang undang undang cipta kerja my mom tweet on celaka selamat tinggal
299,@seruanhl,"Pihaknya mengimbau, elemen buruh mendukung RUU Omnibus Law Cipta Kerja. Sebab, karena perizinan yang berbelit ini, banyak sekali kasus PHK yang dilakukan oleh perusahaan dan buruh yang paling pertama menjadi korban.

Kalahkan Pandemi #RakyatBersamaOmnibusLaw",imbau elemen buruh dukung rancang undang undang omnibus law cipta kerja izin belit phk usaha buruh korban kalah pandemi
300,@seruanhl,"""RUU Cipta kerja dirancang untuk memudahkan segala sistem regulasi dan perizinan serta Investasi yang diharapkan bertambah untuk meningkatkan tenaga kerja kita lebih besar lagi,"" ungkap R. Soes.

Kalahkan Pandemi #RakyatBersamaOmnibusLaw",rancang undang undang cipta kerja rancang mudah sistem regulasi izin investasi harap tambah tingkat tenaga kerja r soes kalah pandemi
301,@seruanhl,"KALANGAN BURUH MENDUKUNG OMNIBUS LAW CIPTA KERJA

Kabiro Humas Kementerian Tenaga Kerja (Kemnaker) R. Soes Hindharno menyatakan, RUU Omnibus Law Cipta Kerja dibuat krn perizinan yg ada di Indonesia ini sangat rumit dan berbelit-belit.

Kalahkan Pandemi #RakyatBersamaOmnibusLaw",kalang buruh dukung omnibus law cipta kerja kabiro humas menteri tenaga kerja kemnaker r soes hindar rancang undang undang omnibus law cipta kerja izin indonesia rumit belit belit kalah pandemi
302,@kantahkabpati,"Halo #SobATRBPN Sofyan A. Djalil Menteri ATR/Kepala BPN yang menjadi salah satu pencetus lahirnya RUU Cipta Kerja, berbagi informasi nih dengan Deddy Corbuzier di kanal YouTube 
@mastercorbuzier
 
.",halo sofyan a djalil menteri kepala badan tahan nasional salah cetus lahir rancang undang undang cipta kerja bagi informasi deddy corbuzier kanal youtube
303,IG @Sukadimanasaja,"Barusan membaca tulisan Prof. 
@ariel_heryanto
 berjudul ""Pekerja"" di 
@hariankompas
 17 Okto 2020. Menarik tulisannya mengulas mengenai RUU Cipta kerja dan masalah yg lebih mendesak untuk kita tangani. Silakan baca di sini https://arielheryanto.files.wordpress.com/2020/10/2020_10_17_k-pekerja-c.pdf… Terima kasih Prof.",baca tulis prof judul kerja oktober tarik tulis ulas rancang undang undang cipta kerja desak tangan sila baca
304,@LILApama2011,"Tingkat pengetahuan responden terkait RUU Cipta Kerja mencapai angka 20,7 persen dari total seluruh responden. Tercatat, 80 persen dari responden yang pernah mendengar soal pembahasan RUU Cipta Kerja tersebut,

Kalahkan Pandemi
#RakyatBersamaOmnibusLaw",tingkat tahu responden kait rancang undang undang cipta kerja capai angka persen total responden catat persen responden dengar bahas rancang undang undang cipta kerja kalah pandemi
305,@LILApama2011,"69 persen responden setuju terhadap RUU ini. Bahkan, publik menilai RUU Cipta Kerja merupakan jalan tengah antara kepentingan investasi, UMKM, dan kepentingan pekerja. 

Kalahkan Pandemi
#RakyatBersamaOmnibusLaw",persen responden tuju rancang undang undang publik nilai rancang undang undang cipta kerja jalan penting investasi usaha mikro tengah penting kerja kalah pandemi
306,@LILApama2011,"Sementara itu, hasil survei nasional Cyrus Network misalnya, bahwa penilaian publik terhadap RUU Cipta Kerja dan Penanganan Dampak Covid-19 yang dipaparkan secara virtual secara umum, persepsi terhadap RUU Cipta Kerja cukup baik.

Kalahkan Pandemi
#RakyatBersamaOmnibusLaw",hasil survei nasional network nilai publik rancang undang undang cipta kerja tangan dampak covid papar virtual persepsi rancang undang undang cipta kerja kalah pandemi
