,Handle,Text,Emojis,Comments,Likes,Retweets,remove_user,remove_symbol,remove_duplicate_char,remove_emojis,tweet_clean,thai_account
5381,@kompascom,"Beredar lagi versi terbaru draf RUU Cipta Kerja dengan 1035 halaman. Sejauh ini belum ada draf final RUU Cipta Kerja yang bisa diakses publik.Beredar Lagi Versi Baru RUU Cipta Kerja, yang Mana Draf Finalnya?
Beredar lagi versi terbaru draf RUU Cipta Kerja dengan 1.035 halaman. Sejauh ini belum ada draf final RUU Cipta Kerja yang bisa diakses publik.
nasional.kompas.com",,41.0,95,93,"Beredar lagi versi terbaru draf RUU Cipta Kerja dengan 1035 halaman. Sejauh ini belum ada draf final RUU Cipta Kerja yang bisa diakses publik.Beredar Lagi Versi Baru RUU Cipta Kerja, yang Mana Draf Finalnya?
Beredar lagi versi terbaru draf RUU Cipta Kerja dengan 1.035 halaman. Sejauh ini belum ada draf final RUU Cipta Kerja yang bisa diakses publik.
nasional.kompas.com","Beredar lagi versi terbaru draf RUU Cipta Kerja dengan 1035 halaman. Sejauh ini belum ada draf final RUU Cipta Kerja yang bisa diakses publik.Beredar Lagi Versi Baru RUU Cipta Kerja, yang Mana Draf Finalnya?
Beredar lagi versi terbaru draf RUU Cipta Kerja dengan 1.035 halaman. Sejauh ini belum ada draf final RUU Cipta Kerja yang bisa diakses publik.
nasional.kompas.com","Beredar lagi versi terbaru draf RUU Cipta Kerja dengan 1035 halaman. Sejauh ini belum ada draf final RUU Cipta Kerja yang bisa diakses publik.Beredar Lagi Versi Baru RUU Cipta Kerja, yang Mana Draf Finalnya?
Beredar lagi versi terbaru draf RUU Cipta Kerja dengan 1.035 halaman. Sejauh ini belum ada draf final RUU Cipta Kerja yang bisa diakses publik.
nasional.kompas.com",beredar lagi versi terbaru draf rancangan undang undang cipta kerja dengan halaman sejauh ini belum ada draf final rancangan undang undang cipta kerja yang bisa diakses publik beredar lagi versi baru rancangan undang undang cipta kerja yang mana draf finalnya beredar lagi versi terbaru draf rancangan undang undang cipta kerja dengan halaman sejauh ini belum ada draf final rancangan undang undang cipta kerja yang bisa diakses publik nasional,edar versi baru draf rancang undang undang cipta kerja halaman draf final rancang undang undang cipta kerja akses publik edar versi rancang undang undang cipta kerja draf final edar versi baru draf rancang undang undang cipta kerja halaman draf final rancang undang undang cipta kerja akses publik nasional,False
5396,@RamliRizal,"Itulah klo tidak menghayati UUD’45, kekuasaan hanya digunakan utk memperkaya oligarki & menyengsarakan rakyat. Itupun dikerjakan dengan amatir, teledor dan ngasal. Proses pembuatan cacat. Ambyar
Kopas: Ada Puluhan Pasal Inkonstitusional di RUU Cipta Kerja.Ada Puluhan Pasal Inkonstitusional di RUU Cipta Kerja
Jika pemerintah dan DPR mau membuat UU baru seharusnya mematuhi putusan MK.
hukumonline.com",,26.0,525,"1,3 rb","Itulah klo tidak menghayati UUD’45, kekuasaan hanya digunakan utk memperkaya oligarki & menyengsarakan rakyat. Itupun dikerjakan dengan amatir, teledor dan ngasal. Proses pembuatan cacat. Ambyar
Kopas: Ada Puluhan Pasal Inkonstitusional di RUU Cipta Kerja.Ada Puluhan Pasal Inkonstitusional di RUU Cipta Kerja
Jika pemerintah dan DPR mau membuat UU baru seharusnya mematuhi putusan MK.
hukumonline.com","Itulah klo tidak menghayati UUD’45, kekuasaan hanya digunakan utk memperkaya oligarki & menyengsarakan rakyat. Itupun dikerjakan dengan amatir, teledor dan ngasal. Proses pembuatan cacat. Ambyar
Kopas: Ada Puluhan Pasal Inkonstitusional di RUU Cipta Kerja.Ada Puluhan Pasal Inkonstitusional di RUU Cipta Kerja
Jika pemerintah dan DPR mau membuat UU baru seharusnya mematuhi putusan MK.
hukumonline.com","Itulah klo tidak menghayati UUD’45, kekuasaan hanya digunakan utk memperkaya oligarki & menyengsarakan rakyat. Itupun dikerjakan dengan amatir, teledor dan ngasal. Proses pembuatan cacat. Ambyar
Kopas: Ada Puluhan Pasal Inkonstitusional di RUU Cipta Kerja.Ada Puluhan Pasal Inkonstitusional di RUU Cipta Kerja
Jika pemerintah dan DPR mau membuat UU baru seharusnya mematuhi putusan MK.
hukumonline.com",itulah kalau tidak menghayati undang undang dasar kekuasaan hanya digunakan untuk memperkaya oligarki menyengsarakan rakyat itupun dikerjakan dengan amatir teledor dan mengasalkan proses pembuatan cacat ambyar kopas ada puluhan pasal inkonstitusional di rancangan undang undang cipta kerja ada puluhan pasal inkonstitusional di rancangan undang undang cipta kerja jika pemerintah dan dewan perwakilan rakyat mau membuat undang undang baru seharusnya mematuhi putusan mahkamah konstitusi,hayati undang undang dasar kuasa kaya oligarki sengsara rakyat itu amatir teledor asal proses buat cacat ambyar kopas puluh pasal inkonstitusional rancang undang undang cipta kerja puluh pasal inkonstitusional rancang undang undang cipta kerja perintah dewan wakil rakyat undang undang patuh putus mahkamah konstitusi,False
5398,@tempodotco,"Sekjen Dewan Pimpinan Pusat Federasi Serikat Pekerja Metal Indonesia dan Panglima Koordinator Daerah Garda Metal Cilegon mengaku didatangi polisi dan agen BIN sebelum aksi para buruh menolak pengesahan RUU Cipta Kerja pada 5-8 Oktober 2020. #TempoNasionalBIN Diduga Ikut Coba Redam Aksi Tolak Omnibus Law UU Cipta Kerja
BIN dan polisi diduga melobi sejumlah organisasi buruh agar tidak menggelar unjuk rasa menolak omnibus law UU Cipta Kerja.
nasional.tempo.co",,,7,11,"Sekjen Dewan Pimpinan Pusat Federasi Serikat Pekerja Metal Indonesia dan Panglima Koordinator Daerah Garda Metal Cilegon mengaku didatangi polisi dan agen BIN sebelum aksi para buruh menolak pengesahan RUU Cipta Kerja pada 5-8 Oktober 2020. #TempoNasionalBIN Diduga Ikut Coba Redam Aksi Tolak Omnibus Law UU Cipta Kerja
BIN dan polisi diduga melobi sejumlah organisasi buruh agar tidak menggelar unjuk rasa menolak omnibus law UU Cipta Kerja.
nasional.tempo.co","Sekjen Dewan Pimpinan Pusat Federasi Serikat Pekerja Metal Indonesia dan Panglima Koordinator Daerah Garda Metal Cilegon mengaku didatangi polisi dan agen BIN sebelum aksi para buruh menolak pengesahan RUU Cipta Kerja pada 5-8 Oktober 2020.  Diduga Ikut Coba Redam Aksi Tolak Omnibus Law UU Cipta Kerja
BIN dan polisi diduga melobi sejumlah organisasi buruh agar tidak menggelar unjuk rasa menolak omnibus law UU Cipta Kerja.
nasional.tempo.co","Sekjen Dewan Pimpinan Pusat Federasi Serikat Pekerja Metal Indonesia dan Panglima Koordinator Daerah Garda Metal Cilegon mengaku didatangi polisi dan agen BIN sebelum aksi para buruh menolak pengesahan RUU Cipta Kerja pada 5-8 Oktober 2020.  Diduga Ikut Coba Redam Aksi Tolak Omnibus Law UU Cipta Kerja
BIN dan polisi diduga melobi sejumlah organisasi buruh agar tidak menggelar unjuk rasa menolak omnibus law UU Cipta Kerja.
nasional.tempo.co",sekjen dewan pimpinan pusat federasi serikat pekerja metal indonesia dan panglima koordinator daerah garda metal cilegon mengaku didatangi polisi dan agen bin sebelum aksi para buruh menolak pengesahan rancangan undang undang cipta kerja pada oktober diduga ikut coba redam aksi tolak omnibus law undang undang cipta kerja bin dan polisi diduga melobi sejumlah organisasi buruh agar tidak menggelar unjuk rasa menolak omnibus law undang undang cipta kerja nasional tempo ,sekjen dewan pimpin pusat federasi serikat kerja metal indonesia panglima koordinator daerah garda metal cilegon aku datang polisi agen bin aksi buruh tolak kesah rancang undang undang cipta kerja oktober duga coba redam aksi tolak omnibus law undang undang cipta kerja bin polisi duga lobi organisasi buruh gelar unjuk tolak omnibus law undang undang cipta kerja nasional tempo,False
5400,@kompascom,"Lacak Jejak Draf RUU Cipta KerjaLacak Jejak Draf RUU Cipta Kerja - JEO Kompas.com
Draf RUU Cipta Kerja yang telah disetujui bersama oleh pemerintah dan DPR selambatnya dalam tujuh hari sejak persetejuan diserahkan ke presiden.
jeo.kompas.com",,,9,10,"Lacak Jejak Draf RUU Cipta KerjaLacak Jejak Draf RUU Cipta Kerja - JEO Kompas.com
Draf RUU Cipta Kerja yang telah disetujui bersama oleh pemerintah dan DPR selambatnya dalam tujuh hari sejak persetejuan diserahkan ke presiden.
jeo.kompas.com","Lacak Jejak Draf RUU Cipta KerjaLacak Jejak Draf RUU Cipta Kerja - JEO Kompas.com
Draf RUU Cipta Kerja yang telah disetujui bersama oleh pemerintah dan DPR selambatnya dalam tujuh hari sejak persetejuan diserahkan ke presiden.
jeo.kompas.com","Lacak Jejak Draf RUU Cipta KerjaLacak Jejak Draf RUU Cipta Kerja - JEO Kompas.com
Draf RUU Cipta Kerja yang telah disetujui bersama oleh pemerintah dan DPR selambatnya dalam tujuh hari sejak persetejuan diserahkan ke presiden.
jeo.kompas.com",lacak jejak draf rancangan undang undang cipta kerja lacak jejak draf rancangan undang undang cipta kerja jeo draf rancangan undang undang cipta kerja yang telah disetujui bersama oleh pemerintah dan dewan perwakilan rakyat selambatnya dalam tujuh hari sejak persetujuan diserahkan ke presiden jeo,lacak jejak draf rancang undang undang cipta kerja lacak jejak draf rancang undang undang cipta kerja jeo draf rancang undang undang cipta kerja tuju perintah dewan wakil rakyat lambat tujuh tuju serah presiden jeo,False
5410,@Bekahapsara,"Dapat kiriman draft RUU Cipta Kerja yang 1035 Halaman, katanya versi final. Mari kita tunggu pengumuman pemerintah, mana versi final menurut mereka.",,1.0,2,3,"Dapat kiriman draft RUU Cipta Kerja yang 1035 Halaman, katanya versi final. Mari kita tunggu pengumuman pemerintah, mana versi final menurut mereka.","Dapat kiriman draft RUU Cipta Kerja yang 1035 Halaman, katanya versi final. Mari kita tunggu pengumuman pemerintah, mana versi final menurut mereka.","Dapat kiriman draft RUU Cipta Kerja yang 1035 Halaman, katanya versi final. Mari kita tunggu pengumuman pemerintah, mana versi final menurut mereka.",dapat kiriman draf rancangan undang undang cipta kerja yang halaman katanya versi final mari kita tunggu pengumuman pemerintah mana versi final menurut mereka,kirim draf rancang undang undang cipta kerja halaman versi final mari tunggu umum perintah versi final,False
5430,@ICMIPusat,"Terkait dengan Omnibus Law RUU Cipta Kerja, Ketua Ikatan Cendekiawan Muslim Indonesia, Prof. Jimly Asshiddiqie, menyampaikan bahwa judicial review ke MK merupakan hal yang paling baik.

#ICMI #IkatanCendekiawanMuslimIndonesia #RUUCiptaKerja",,2.0,12,22,"Terkait dengan Omnibus Law RUU Cipta Kerja, Ketua Ikatan Cendekiawan Muslim Indonesia, Prof. Jimly Asshiddiqie, menyampaikan bahwa judicial review ke MK merupakan hal yang paling baik.

#ICMI #IkatanCendekiawanMuslimIndonesia #RUUCiptaKerja","Terkait dengan Omnibus Law RUU Cipta Kerja, Ketua Ikatan Cendekiawan Muslim Indonesia, Prof. Jimly Asshiddiqie, menyampaikan bahwa judicial review ke MK merupakan hal yang paling baik.

  ","Terkait dengan Omnibus Law RUU Cipta Kerja, Ketua Ikatan Cendekiawan Muslim Indonesia, Prof. Jimly Asshiddiqie, menyampaikan bahwa judicial review ke MK merupakan hal yang paling baik.

  ",terkait dengan omnibus law rancangan undang undang cipta kerja ketua ikatan cendekiawan muslim indonesia prof jimly asshiddiqie menyampaikan bahwa judicial review ke mahkamah konstitusi merupakan hal yang paling baik,kait omnibus law rancang undang undang cipta kerja ketua ikat cendekiawan muslim indonesia prof jimly asshiddiqie judicial review mahkamah konstitusi,False
5431,@hariankompas,"RUU Cipta Kerja membuka peluang kapal ikan asing memanfaatkan perairan zona ekonomi eksklusif Indonesia (ZEEI) yang dikhawatirkan memukul daya saing nelayan lokal untuk mengisi ZEEI. Nasib nelayan lokal terancam. 

#Ekonomi #adadikompasIzin Kapal Asing Mengancam Nelayan Lokal
RUU Cipta Kerja membuka peluang kapal ikan asing memanfaatkan perairan zona ekonomi eksklusif Indonesia (ZEEI) yang dikhawatirkan memukul daya saing nelayan lokal untuk mengisi ZEEI. Nasib nelayan...
kompas.id",,2.0,6,9,"RUU Cipta Kerja membuka peluang kapal ikan asing memanfaatkan perairan zona ekonomi eksklusif Indonesia (ZEEI) yang dikhawatirkan memukul daya saing nelayan lokal untuk mengisi ZEEI. Nasib nelayan lokal terancam. 

#Ekonomi #adadikompasIzin Kapal Asing Mengancam Nelayan Lokal
RUU Cipta Kerja membuka peluang kapal ikan asing memanfaatkan perairan zona ekonomi eksklusif Indonesia (ZEEI) yang dikhawatirkan memukul daya saing nelayan lokal untuk mengisi ZEEI. Nasib nelayan...
kompas.id","RUU Cipta Kerja membuka peluang kapal ikan asing memanfaatkan perairan zona ekonomi eksklusif Indonesia (ZEEI) yang dikhawatirkan memukul daya saing nelayan lokal untuk mengisi ZEEI. Nasib nelayan lokal terancam. 

  Kapal Asing Mengancam Nelayan Lokal
RUU Cipta Kerja membuka peluang kapal ikan asing memanfaatkan perairan zona ekonomi eksklusif Indonesia (ZEEI) yang dikhawatirkan memukul daya saing nelayan lokal untuk mengisi ZEEI. Nasib nelayan...
kompas.id","RUU Cipta Kerja membuka peluang kapal ikan asing memanfaatkan perairan zona ekonomi eksklusif Indonesia (ZEEI) yang dikhawatirkan memukul daya saing nelayan lokal untuk mengisi ZEEI. Nasib nelayan lokal terancam. 

  Kapal Asing Mengancam Nelayan Lokal
RUU Cipta Kerja membuka peluang kapal ikan asing memanfaatkan perairan zona ekonomi eksklusif Indonesia (ZEEI) yang dikhawatirkan memukul daya saing nelayan lokal untuk mengisi ZEEI. Nasib nelayan...
kompas.id",rancangan undang undang cipta kerja membuka peluang kapal ikan asing memanfaatkan perairan zona ekonomi eksklusif indonesia zona ekonomi eksklusif indonesia yang dikhawatirkan memukul daya saing nelayan lokal untuk mengisi zona ekonomi eksklusif indonesia nasib nelayan lokal terancam kapal asing mengancam nelayan lokal rancangan undang undang cipta kerja membuka peluang kapal ikan asing memanfaatkan perairan zona ekonomi eksklusif indonesia zona ekonomi eksklusif indonesia yang dikhawatirkan memukul daya saing nelayan lokal untuk mengisi zona ekonomi eksklusif indonesia nasib nelayan kompas ,rancang undang undang cipta kerja buka peluang kapal ikan asing manfaat air zona ekonomi eksklusif indonesia zona ekonomi eksklusif indonesia khawatir pukul daya saing nelayan lokal isi zona ekonomi eksklusif indonesia nasib nelayan lokal ancam kapal asing ancam nelayan lokal rancang undang undang cipta kerja buka peluang kapal ikan asing manfaat air zona ekonomi eksklusif indonesia zona ekonomi eksklusif indonesia khawatir pukul daya saing nelayan lokal isi zona ekonomi eksklusif indonesia nasib nelayan kompas,False
5433,@kiranazanah,"inilah hoax yang tersebar di sosial media mengenai RUU Cipta kerja, Jangan sampai kita termakan hoax kawan, cek fakta sebenarnya.  #RakyatDukungUUOBL",,36.0,11,29,"inilah hoax yang tersebar di sosial media mengenai RUU Cipta kerja, Jangan sampai kita termakan hoax kawan, cek fakta sebenarnya.  #RakyatDukungUUOBL","inilah hoax yang tersebar di sosial media mengenai RUU Cipta kerja, Jangan sampai kita termakan hoax kawan, cek fakta sebenarnya.  ","inilah hoax yang tersebar di sosial media mengenai RUU Cipta kerja, Jangan sampai kita termakan hoax kawan, cek fakta sebenarnya.  ",inilah hoax yang tersebar di sosial media mengenai rancangan undang undang cipta kerja jangan sampai kita termakan hoax kawan cek fakta sebenarnya,hoax sebar sosial media rancang undang undang cipta kerja makan hoax kawan cek fakta,False
5450,@BuruhYogyakarta,"Bapak Gubernur DIY sendiri pro/kontra terhadap pengesahan RUU Cipta Kerja? Sepembacaan kami, surat tersebut hanya melanjutkan aspirasi, belum memuat posisi/sikap Bapak Gubernur mengenai pengesahan RUU tersebut.Tweet Kutipan
Humas Pemda DIY
@humas_jogja
 · 12 Okt
Membalas @DonyKurnia1
Sudahkan dulur melihat surat bernomor 560/15863 yang berisi penyampaian aspirasi dari Serikat Pekerja/Serikat Buruh DIY terkait pengesahan UU Cipta Kerja oleh Gubernur DIY? ",😊 🙏,3.0,10,35,"Bapak Gubernur DIY sendiri pro/kontra terhadap pengesahan RUU Cipta Kerja? Sepembacaan kami, surat tersebut hanya melanjutkan aspirasi, belum memuat posisi/sikap Bapak Gubernur mengenai pengesahan RUU tersebut.Tweet Kutipan
Humas Pemda DIY

 · 12 Okt
Membalas 
Sudahkan dulur melihat surat bernomor 560/15863 yang berisi penyampaian aspirasi dari Serikat Pekerja/Serikat Buruh DIY terkait pengesahan UU Cipta Kerja oleh Gubernur DIY? ","Bapak Gubernur DIY sendiri pro/kontra terhadap pengesahan RUU Cipta Kerja? Sepembacaan kami, surat tersebut hanya melanjutkan aspirasi, belum memuat posisi/sikap Bapak Gubernur mengenai pengesahan RUU tersebut.Tweet Kutipan
Humas Pemda DIY

 · 12 Okt
Membalas 
Sudahkan dulur melihat surat bernomor 560/15863 yang berisi penyampaian aspirasi dari Serikat Pekerja/Serikat Buruh DIY terkait pengesahan UU Cipta Kerja oleh Gubernur DIY? ","Bapak Gubernur DIY sendiri pro/kontra terhadap pengesahan RUU Cipta Kerja? Sepembacaan kami, surat tersebut hanya melanjutkan aspirasi, belum memuat posisi/sikap Bapak Gubernur mengenai pengesahan RUU tersebut.Tweet Kutipan
Humas Pemda DIY

 · 12 Okt
Membalas 
Sudahkan dulur melihat surat bernomor 560/15863 yang berisi penyampaian aspirasi dari Serikat Pekerja/Serikat Buruh DIY terkait pengesahan UU Cipta Kerja oleh Gubernur DIY? ",bapak gubernur  sendiri pro kontra terhadap pengesahan rancangan undang undang cipta kerja sepembacaan kami surat tersebut hanya melanjutkan aspirasi belum memuat posisi sikap bapak gubernur mengenai pengesahan rancangan undang undang tersebut tweet kutipan humas pemerintah daerah  oktober membalas sudahkan saudara melihat surat bernomor yang berisi penyampaian aspirasi dari serikat pekerja serikat buruh  terkait pengesahan undang undang cipta kerja oleh gubernur ,gubernur pro kontra kesah rancang undang undang cipta kerja baca surat lanjut aspirasi muat posisi sikap gubernur kesah rancang undang undang tweet kutip humas perintah daerah oktober balas sudah saudara surat nomor isi sampai aspirasi serikat kerja serikat buruh kait kesah undang undang cipta kerja gubernur,False
5464,@SafiraTritania,Meluruskan 12 Hoax Omnibus Law RUU cipta kerja. #RakyatDukungUUOBL,,13.0,5,19,Meluruskan 12 Hoax Omnibus Law RUU cipta kerja. #RakyatDukungUUOBL,Meluruskan 12 Hoax Omnibus Law RUU cipta kerja. ,Meluruskan 12 Hoax Omnibus Law RUU cipta kerja. ,meluruskan hoax omnibus law rancangan undang undang cipta kerja,lurus hoax omnibus law rancang undang undang cipta kerja,False
5477,@mondaynesses,"“RUU Cipta Kerja sebagai terobosan hukum untuk bangsa dan seluruh Rakyat Indonesia, yang nantinya bisa memudahkan di semua sektor dan bidang untuk melakukan pekerjaannya,” —Krisdayanti. Jadi ayo, #RakyatDukungUUOBL",,16.0,2,11,"“RUU Cipta Kerja sebagai terobosan hukum untuk bangsa dan seluruh Rakyat Indonesia, yang nantinya bisa memudahkan di semua sektor dan bidang untuk melakukan pekerjaannya,” —Krisdayanti. Jadi ayo, #RakyatDukungUUOBL","“RUU Cipta Kerja sebagai terobosan hukum untuk bangsa dan seluruh Rakyat Indonesia, yang nantinya bisa memudahkan di semua sektor dan bidang untuk melakukan pekerjaannya,” —Krisdayanti. Jadi ayo, ","“RUU Cipta Kerja sebagai terobosan hukum untuk bangsa dan seluruh Rakyat Indonesia, yang nantinya bisa memudahkan di semua sektor dan bidang untuk melakukan pekerjaannya,” —Krisdayanti. Jadi ayo, ",rancangan undang undang cipta kerja sebagai terobosan hukum untuk bangsa dan seluruh rakyat indonesia yang nantinya bisa memudahkan di semua sektor dan bidang untuk melakukan pekerjaannya krisdayanti jadi ayo,rancang undang undang cipta kerja terobos hukum bangsa rakyat indonesia mudah sektor bidang kerja krisdayanti ayo,False
