,user_account,tweet,tweet_clean,label
357,@KemnakerRI,"Kemnaker terus menyosialisasikan pokok-pokok substansi RUU Cipta Kerja kepada stakeholder. Hari ini, Ibu 
@idafauziyah
 bertemu secara virtual dengan 70 perwakilan dari SP/SB dan pengusaha, peserta Pelatihan Keterampilan Bernegosiasi bagi Pelaku Hubungan Industrial di Yogyakarta.",kemnaker sosialisasi pokok pokok substansi rancang undang undang cipta kerja stakeholder temu virtual wakil sp serikat buruh usaha serta latih terampil negosiasi laku hubung industrial yogyakarta,1
358,@NegaraAPI2,Isu Vs Fakta RUU Cipta Kerja,isu lawan fakta rancang undang undang cipta kerja,1
360,@wayahewayahee,"Political talk |

Dulu, si ""merah"" melalui ""anak wedok"" mengecam kenaikan bbm di jaman presiden dari partai ""biru"".

Now, si ""biru"" melalui ""anak lanang"" berpidato menolak ruu cipta kerja di jaman presiden dari partai ""merah"".

All presidents have legacy - Prof Salim Said",politik bicara si merah anak wanita kecam naik bahan bakar minyak zaman presiden partai biru now si biru anak lanang pidato tolak rancang undang undang cipta kerja zaman presiden partai merah all presiden legacy prof salim said,1
363,@TirzaYosiana,"So, karena jakarta demo dimana mana, salah satu temen gw yang kantornya deket istana negara nge post soal demo hari ini.
Dengan caption, 
""Demo RUU Cipta Kerja yang demo pengangguran. Gak relate""",jakarta demo mana salah teman kantor istana negara post demo caption demo rancang undang undang cipta kerja demo anggur hubung,1
365,@NarangNarangi,"--
Gunakan Diksi Cacat untuk Kaum Disabilitas, Draft Final RUU Cipta Kerja Banjir KritikanGunakan Diksi 'Cacat' untuk Kaum Disabilitas, Draf Rinal RUU Cipta Kerja Banjir Kritikan
Eramuslim.com - Draf final UU Omnibus Law Cipta Kerja yang sudah disahkan DPR bersama pemerintah beberapa waktu lalu masih simpang siur. Akibatnya, publik dibuat bingung dengan undang-undang tersebut...
eramuslim.com",kasih cacat kaum disabilitas draf final rancang undang undang cipta kerja banjir kritik kasih cacat kaum disabilitas draf final rancang undang undang cipta kerja banjir kritik draf final undang undang omnibus law cipta kerja sah dewan wakil rakyat perintah simpang siur akibat publik bingung undang undang,1
366,@nugrohoo_fajar,"Ruu cipta kerja tidak 
Berlaku di PT.Mencari
Cinta sejati.",rancang undang undang cipta kerja laku pt cari cinta sejati,1
367,@AnugerahHikari,"Budayakan Membaca (Iqra)

Rincian UU Omnibus Law (1)

1. RUU Cipta Kerja (Baleg DPR PDF)
http://dpr.go.id/dokakd/dokumen/BALEG-RJ-20200605-100224-2372.pdf…

2. RUU Cipta Kerja (Google Drive PDF)
https://drive.google.com/file/d/1ncppSpyoxZZMZpuyCc1kBgERlbJ3Wk8v/view…

3. Surat Presiden Jokowi untuk pengajuan RUU Cipta Kerja (PDF)
http://dpr.go.id/dokakd/dokumen/BALEG-RJ-20200605-095925-8502.pdf…RUU Cipta Kerja.pdf
drive.google.com",budaya baca iqra rincian undang undang omnibus law rancang undang undang cipta kerja baleg dewan wakil rakyat pdf,1
369,@Ngookk_,"Sebagai anggota Panja RUU Omnibus Law Cipta Kerja, Nurul Arifin perlu meluruskan dan melakukan klarifikasi terhadap tuduhan tersebut. Bahwa tidak benar pembahasan RUU ini tidak transparan, #OmnibusLawTransparan juga tidak dilakukan di ruang gelap..",anggota panitia kerja rancang undang undang omnibus law cipta kerja nurul arifin lurus klarifikasi tuduh bahas rancang undang undang transparan ruang gelap,1
372,@Muflikun_,apa kabar RUU cipta kerja,kabar rancang undang undang cipta kerja,1
375,@zainaufi,"DPR RI membuka ruang bagi masayarakat yang ingin menyaksikan pembahasan Omnibus Law RUU Cipta Kerja melalui live streaming.
#OmnibusLawTransparan",dewan wakil rakyat rakyat indonesia buka ruang masayarakat saksi bahas omnibus law rancang undang undang cipta kerja live streaming,1
376,@oanggieo,"Membalas 
@RaeMandelaTapi kak, kantor yang ngegunain ""cuti hamil"" sebelum adanya ruu cipta kerja pun sebenernya hanya segelintir loh kak ",balas kak kantor cuti hamil rancang undang undang cipta kerja gelintir kak,1
379,@indozonemedia,"Unjuk rasa tolak RUU Cipta Kerja di Lampung berlangsung santuy, bahkan terlihat para pendemo yang ajak duel main catur dengan polisi. #KAMUHARUSTAUUnjuk Rasa Santuy di Lampung, Pendemo Ajak Duel Main Catur dengan Polisi | Indozone.id
Nah baru baru ini, terlihat demonstrasi mahasiswa menolak omnibus law di Lampung terselip aksi santuy dari aparat kepolisian dan demonstran
indozone.id",unjuk tolak rancang undang undang cipta kerja lampung santai demo ajak duel main catur polisi santai lampung demo ajak duel main catur polisi indozone demonstrasi mahasiswa tolak omnibus law lampung selip aksi santai aparat polisi demonstran indozone,0
381,@iwan27james,"TANGKAP 
@HabibRizieq_ID
 DALANG CHABUL DAN DALANG KERUSUHAN, TANGKAP HK 
@haikaI_hassan
 ARAB2 PKI DAN JAHANAM, TANGKAP ""KAMI"" DALANG DEMO RUU CIPTA KERJA !!!! 
@DivHumas_PolriTweet Kutipan
Evan Bastian
@silentreadeer
 · 15 Okt
Video ini adlh bukti bhw demo menolak UU Ciptaker telah ditunggangi Ormas KAMI dan FPI yg utk menciptakan chaos 

Tangkis Korona 
#HukumBeratProvokatorKAMI",tangkap dalang cabul dalang rusuh tangkap hongkong pki jahanam tangkap dalang demo rancang undang undang cipta kerja kutip evan bastian oktober video bukti demo tolak undang undang cipta kerja tunggang organisasi massa front bela islam cipta kacau tangkis corona,0
382,@Mtuhasan02,"Membalas 
@Hanifah933Jgn² yg bikin hoax ntoh kumpulan sampah masuarakat.sudah pas RUU Cipta kerja untuk memutus alur korupsi di negara ini

#CegahKorupsiDenganOBL",balas bikin hoax ntoh kumpul sampah masyarakat pas rancang undang undang cipta kerja putus alur korupsi negara,1
383,@rmol_id,"Wakil Ketua Baleg Sampaikan Proses Perjalanan Penyusunan RUU Cipta Kerja Bersama BuruhWakil Ketua Baleg Sampaikan Proses Perjalanan Penyusunan RUU Cipta Kerja Bersama Buruh
Proses perjalanan panjang diskusi antara serikat pekerja dengan parlemen dalam membahas omnibus law UU Cipta Kerja sudah dilakukan jauh sebelum
politik.rmol.id",wakil ketua baleg proses jalan susun rancang undang undang cipta kerja buruh wakil ketua baleg proses jalan susun rancang undang undang cipta kerja buruh proses jalan diskusi serikat kerja parlemen bahas omnibus law undang undang cipta kerja politik rmol,1
384,@Hanifah933,"1. Pembahasaan RUU Cipta kerja itu dilakukan 64 kali loh gaes, terdiri dari 2 x rapat kerja, 56 x rapat Panitia Kerja, n 6 x rapat tim perumus n tim sinkronisasi. 

Bukan sekali rapat langsung ketok palu, inget yaaa gaes 
#OmnibuslawTaatProsedural",bahasa rancang undang undang cipta kerja kali teman x rapat kerja x rapat panitia kerja n x rapat tim rumus n tim sinkronisasi rapat langsung ketok palu y teman,1
385,@FatLonewolf,"Membalas 
@realeducatioon
 dan 
@blessednerd_ramee kek demo ruu ciptakerja",balas kayak demo rancang undang undang cipta kerja,1
387,@faisaldgooners,"Membalas 
@Sarjono7070Om, itu RUU Pertanahan bukan Omnibus Law Cipta Kerja. Gagal paham nih om nya",balas rancang undang undang tanah omnibus law cipta kerja gagal paham om,0
388,@gemilang06,"Membalas 
@crown_abieAda program BPJS yg baru di RUU Cipta Kerja. coba di baca dl ya gaesss
Yg pasti #OBLBuatRakyatSejahtera",balas program badan selenggara jamin sosial rancang undang undang cipta kerja coba baca ya teman,1
389,@HumasPoldaRiau,"KAPOLDA RIAU BERSAMA DENGAN FORKOPIMDA RIAU MELAKSANKAN DIALOG DENGAN DPD SPSI RIAU TERKAIT PENOLAKAN OMNIBUS LAW RUU CIPTA KERJA..
@DivHumas_Polri
  @kompasiana
  @infoRIAU",kapolda riau forum koordinasi pimpin daerah riau laksana dialog dewan wakil daerah serikta kerja indonesia riau kait tolak omnibus law rancang undang undang cipta kerja,1
390,@HendrikSugara2,AHY: Tidak Adanya Draf Final RUU Cipta Kerja Bikin Chaos Informasi http://dlvr.it/RjVJ8g,draf final rancang undang undang cipta kerja bikin kacau informasi,1
393,@CoronaKacung,"Membalas 
@qorygoreMereka yg demo tidak tahu apa itu isi ruu cipta kerja mereka hanya ikut ikutan tanpa tahu arti sebenarnya",balas demo isi rancang undang undang cipta kerja ikut arti,1
396,@ismailfahmi,"Baca yg ini kok jadi ngeri ya. Salah satunya:

Terdapat indikasi bahwa operasi kapal asing untuk menangkap ikan di ZEE Indonesia akan dibuka pasca-RUU Cipta Kerja. RUU Cipta Kerja ... menghapuskan kewajiban penggunaan ABK Indonesia sebanyak 70% per kapal.Tweet Kutipan
Greenpeace Indonesia
@GreenpeaceID
 · 13 Okt
RUU Cipta Kerja Tenggelamkan Nelayan Kecil dan Tradisional  https://greenpeace.org/indonesia/siaran-pers/44053/ruu-cipta-kerja-tenggelamkan-nelayan-kecil-dan-tradisional/…",baca ngeri ya salah satu indikasi operasi kapal asing tangkap ikan zee indonesia buka pasca rancang undang undang cipta kerja rancang undang undang cipta kerja hapus wajib guna indonesia kapal tweet kutip greenpeace indonesia oktober rancang undang undang cipta kerja tenggelam nelayan tradisional,1
397,@iinbangsawan,"Membalas 
@Namaku_Mei@DPR_RI
 setelah RUU ciptakerja tolong disahkan jg RUU yg menjerat pelaku pemerkosaan dg hukuman mati. Semoga tidak ada lg Rangga2 berikutnya yg jd korban pemerkosa",balas rancang undang undang cipta kerja tolong sah rancang undang undang jerat laku perkosa hukum mati moga korban perkosa,1
400,@Markonah76,"RUU Cipta kerja Omnibus Law ditetapkan sebagai program legislasi nasional prioritas th 2020 dan diajukan ke DPR RI

#OmnibusLawTaatProsedural",rancang undang undang cipta kerja omnibus law tetap program legislasi nasional prioritas aju dewan wakil rakyat rakyat indonesia,1
403,@Gus_Raharjo,"Membalas 
@wahyuciptoutomoNak Kamu kemarin Yang komen saya katamya Sdh mempelajari RUU Cipta Kerja Kan ??

Belajar yang pinter dlu ya , Jangan main srobot. Kamu di biayai ortu untuk beljar yang baik dan benar.",balas kemarin komentar katam ajar rancang undang undang cipta kerja ajar pintar ya main serobot biaya orang tua ajar,1
404,@ismailfahmi,"Ada beberapa cuiitan tokoh nasional yang mendapat banyak tanggapan dari netizen.  Seperti 
@emilsalim2010
  yang mempertanyakan kerja cepat pemerintah dan DPR merampungkan RUU Cipta Kerja juga diterapkan saat mengatasi Covid-19. 

Ada 
@firdzaradiany
 juga.Warganet Lihat Pemerintah Serius Bahas Omnibus Law Ketimbang Tangani Covid-19
Analisis Drone Emprit melihat warganet condong melihat pemerintah lebih serius membahas omnibus law Cipta Kerja ketimbang menangani Covid-19.
nasional.tempo.co",cuit tokoh nasional tanggap netizen kerja cepat perintah dewan wakil rakyat rampung rancang undang undang cipta kerja terap atas covid warganet lihat perintah serius bahas omnibus law ketimbang tangan covid analisis drone emprit warganet condong perintah serius bahas omnibus law cipta kerja ketimbang tangan covid nasional tempo,1
408,@rivan_sandi,"Membalas 
@fntsy_ybaca draft RUU cipta kerja sampe RUU KUHP",balas draf rancang undang undang cipta kerja rancang undang undang kitab undang undang hukum pidana,1
411,@vanyadeliaaa,"kalo emg mau demo krn RUU Cipta Kerja yaudah demo keluarin pendapat gitu, knp harus ngerusak fasilitas umum sih sedih bgt gue liat monas diserang gt anjir",emang demo rancang undang undang cipta kerja ya demo dapat rusak fasilitas sih sedih banget lihat monas serang anjir,0
412,@budhihermanto,"Klarifikasi ya, wahai para pendukung omnibus law yang terhormat. Poster seolah Buya Maarif merestui RUU cipta Kerja, bukan dari Buya Syafii Maarif.",klarifikasi ya dukung omnibus law hormat poster buya maarif restu rancang undang undang cipta kerja buya syafii maarif,1
414,@seputarinfoindo,"ruu cipta kerja gubernur menetapkan upah minimum sebgai jaring pengaman
#HukumBeratProvokatorKAMI",rancang undang undang cipta kerja gubernur tetap upah minimum jaring kam,1
415,@RohmawatiAMS,"RUU Cipta Kerja dibuat untuk mendorong produktivitas kerja juga. 
#OBLBuatRakyatSejahteraOmnibus Law Masih Ditolak Rakyat, Ida Fauziyah Jelaskan Urgensi dan Manfaat RUU Cipta Kerja -...
Banyak berita mengenai UU Cipta Kerja yang menyebar di masyarakat.
tasikmalaya.pikiran-rakyat.com",rancang undang undang cipta kerja dorong produktivitas kerja law tolak rakyat ida fauziyah urgensi manfaat rancang undang undang cipta kerja berita undang undang cipta kerja sebar masyarakat tasikmalaya pikir,1
417,@Ayu_flamboyan,"Apabila melihat dari perspektif atau kacamata pencari kerja, serta pengusaha, isu yg berkmbang terkait hoax Upah minimim tak diatur dlm RUU cipta kerja tersebut bisa dihindari dan terbantahkan. 

#OmnibusLawIndonesiaSERUAN H7 dan 1 lainnya",perspektif kacamata cari kerja usaha isu kembang kait hoax upah minimum atur rancang undang undang cipta kerja hindar bantah,1
420,@evelyngunardi,"Kucing Ikut Amankan Demo RUU Cipta Kerja, Warganet: Gemoy Banget
 https://demakpos.com/kucing-ikut-amankan-demo-ruu-cipta-kerja-warganet-gemoy-banget/… via 
@Demak
 PosKucing Ikut Amankan Demo RUU Cipta Kerja, Warganet: Gemoy Banget - Demak Pos
Berita terbaru seputar jawa tengah paling update
demakpos.com",kucing aman demo rancang undang undang cipta kerja warganet gemas banget,1
421,@Gond_rong,"[7]

Badan legislasi DPR RI, DPD RI dan Pemerintahan melakukan rapat perdana untuk membahas RUU Cipta Kerja pada tanggal 14 April 2020. 

Dalam rapat tersebut Panitia Kerja RUU Cipta Kerja resmi dibentuk.

Jadi semuanya jelas ya. Sesuai prosedur. 
#OmnibusLawTaatProsedural",badan legislasi dewan wakil rakyat rakyat indonesia dewan wakil daerah rakyat indonesia perintah rapat perdana bahas rancang undang undang cipta kerja tanggal april rapat panitia kerja rancang undang undang cipta kerja resmi bentuk ya sesuai prosedur,1
422,@denni_loyz,"6. Pembentukan Panja
Tanggal 14 April 2020 Baleg DPR RI, DPD RI dan Pemerintah melakukan rapat pembentukan Panitia Kerja (Panja) RUU Cipta Kerja.
#OmnibusLawTaatProsedural",bentuk panitia kerja tanggal april baleg dewan wakil rakyat rakyat indonesia dewan wakil daerah rakyat indonesia perintah rapat bentuk panitia kerja panitia kerja rancang undang undang cipta kerja,1
423,@_GalihM_,"Di samping itu, beredar lagi naskah UU Cipta Kerja dengan 1.035 halaman. Dalam naskah ini ada keterangan bahwa RUU Cipta Kerja beserta penjelasannya telah mendapat persetujuan dalam rapat paripurna ke-7 DPR ...",samping edar naskah undang undang cipta kerja halaman naskah terang rancang undang undang cipta kerja serta jelas tuju rapat paripurna dewan wakil rakyat,1
425,@MIBarokah,"Demo dikit dibilang ada yg nyuruh ada dalangnya, lu nyiptain RUU cipta kerja itu dalang nya siapa dah tau rakyat bnyk yg nolak! #Rezimdagelan",demo bilang suruh dalang cipta rancang undang undang cipta kerja dalang rakyat tolak,0
426,@lbh_Amin,"Bagaimana limitasi lingkup partisipasi masyarakat ini berpengaruh terhadap kemudahan perizinan sebagaimana yang menjadi tujuan RUU Cipta Kerja tidak dikaji lebih lanjut. Alasan yang tidak komprehensif seperti ini kerap ditemukan di berbagai UU.UU Lingkungan Hidup Izinkan Masyarakat Bakar Lahan
Di tengah penolakan besar-besaran terhadap pembakaran hutan ternyata masih ada aturan yang memperbolehkan pembakaran hutan.
news.detik.com",limitasi lingkup partisipasi masyarakat pengaruh mudah izin tuju rancang undang undang cipta kerja kaji alas komprehensif kerap temu undang undang undang undang lingkung hidup izin masyarakat bakar lahan tolak besar bakar hutan atur boleh bakar hutan news,0
427,@humasbanten_,"Polda Banten Apel Kesiapsiagaan Pengamanan Unras

Kepolisian Daerah (Polda) Banten menggelar Apel kesiapan pengamanan untuk mengantisipasi aksi Unjuk Rasa mengenai pengesahan RUU Cipta Kerja, Selasa (13/10/2020)",polda banten apel siaga aman unras polisi daerah polda banten gelar apel kesiap aman antisipasi aksi unjuk kesah rancang undang undang cipta kerja selasa,1
431,@oreoregalll,"Membalas 
@tanyainrlMaaf oot, aku lagi butuh banyak responden untuk tugas kuliah tentang Kontraversi RUU Cipta Kerja. Adakah yang bersedia untuk mengisi form ini? Terimakasih ya
http://forms.gle/bKQx8sggGK7P67Jp7…",balas luar topik butuh responden tugas kuliah kontraversi rancang undang undang cipta kerja ada sedia isi formulir terima kasih ya,1
432,@nitijenbaik,"plottwistnya adalah dalang dibalik demo ruu cipta kerja adalah ""pengesahanya"" 
 peace pak saya belum lulus ",plot twist dalang balik demo rancang undang undang cipta kerja pengesahaan peace lulus,0
435,@_GalihM_,"3. Draf RUU Cipta Kerja tidak dibagikan kepada para anggota DPR saat rapat.

4. Pengesahan UU ini memicu penolakan dan demonstrasi di banyak daerah di Indonesia.

5. Mulai beredar melalui media sosial masyarakat draf RUU Cipta Kerja versi 905 halaman.",draf rancang undang undang cipta kerja bagi anggota dewan wakil rakyat rapat kesah undang undang picu tolak demonstrasi daerah indonesia edar media sosial masyarakat draf rancang undang undang cipta kerja versi halaman,1
438,@ivanaaimee,"Kalau belum baca dokumen RUU Cipta Kerja nya sampe tuntas, gausa ikut2an demo. 

Pas itu dapet file RUU gitu deh, 1000 halaman, akhirnya gak ku baca, terlalu banyak.

Klo ikut demo, ya mohon dibaca& pahami dulu, gausa ngikut2an. Ketua-mu pun belum tentu benar.

#omnibuslaw",baca dokumen rancang undang undang cipta kerja tuntas demo pas file rancang undang undang deh halaman baca demo ya mohon baca paham ketua,1
440,@aindraku,"Ini beda naskah RUU Cipta Kerja setebal 905 halaman yang diketuk palu di sidang paripurna DPR 5 Oktober 2020 lalu dengan naskah setebal 812 halaman yang diserahkan kepada presiden hari ini. 
~ 
@MataNajwa
 ~

#MataNajwaCiptaKerjaManaFaktaManaDusta",beda naskah rancang undang undang cipta kerja tebal halaman ketuk palu sidang paripurna dewan wakil rakyat oktober naskah tebal halaman serah presiden,1
442,@caklundargombes,Pjs Bupati Pesibar Pimpin Vicon Tentang RUU CIPTA KERJA http://dlvr.it/RjYdZb,jabat bupati sibar pimpin konferensi video rancang undang undang cipta kerja,1
