,user_account,tweet,clean_tweet,sentimen
256,@MamyZizid,"Tak Ada Hati! Perbudakan Legal Oleh Negara, Perempuan Lagi Jadi Korban!Serba-serbi MMC

Sudah jatuh,tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yg dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuanTak Ada Hati! Perbudakan Legal Oleh Negara, Perempuan Lagi-lagi Jadi...
Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh terma...
youtube.com",hati budak legal negara perempuan korban serba serbi mmc jatuh timpa tangga nasib perempuan rancang undang undang cipta kerja kebut nilai rugi kalang buruh perempuan hati budak legal negara perempuan jatuh timpa tangga nasib perempuan rancang undang undang cipta kerja kebut nilai rugi kalang buruh terma,0
257,@barryallen_1st,"“Hanya 30-an persen publik yang mengetahui tentang RUU Omnibus Law Cipta Kerja, di antara yang mengetahui lebih dari 90 persen setuju dengan RUU tersebut,” ungkap Direktur Eksekutif lembaga survei Indometer Leonard SB

BACA ISINYA. JANGAN CUMA JUDULNYA",an persen publik rancang undang undang omnibus law cipta kerja persen tuju rancang undang undang direktur eksekutif lembaga survei indometer leonard serikat buruh baca isi judul,1
258,@1953aisyah,"Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. Tonton di YT MMC 
Keyword:
Perbudakan Legal Negara
Perbudakan Legal
Perempuan Korban",jatuh timpa tangga nasib perempuan rancang undang undang cipta kerja kebut nilai rugi kalang buruh perempuan tonton youtube mmc keyword budak legal negara budak legal perempuan korban,0
259,@RahmaFalya,"Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. Komisioner Komnas Perempuan, Bahrul Fuad menilai bahwa...
Selengkapnya, simak di channel youtube MMC.",jatuh timpa tangga nasib perempuan rancang undang undang cipta kerja kebut nilai rugi kalang buruh perempuan komisioner komnas perempuan bahrul fuad nilai lengkap simak salur youtube mmc,0
260,@Fadlin10247517,"Tak Ada Hati! Perbudakan Legal Oleh Negara, Perempuan Lagi-lagi Jadi Korban! | Serba-serbi MMC

Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan.",hati budak legal negara perempuan korban serba serbi mmc jatuh timpa tangga nasib perempuan rancang undang undang cipta kerja kebut nilai rugi kalang buruh perempuan,0
261,@AZahiduddin,"Tak Ada Hati! Perbudakan Legal Oleh Negara, Perempuan Lagi-lagi Jadi Korban! | Serba-serbi MMC

Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja ini dinilai merugikan kalangan buruh termasuk perempuan.Tak Ada Hati! Perbudakan Legal Oleh Negara, Perempuan Lagi-lagi Jadi...
Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh terma...
youtube.com",hati budak legal negara perempuan korban serba serbi mmc jatuh timpa tangga nasib perempuan rancang undang undang cipta kerja nilai rugi kalang buruh perempuan hati budak legal negara perempuan jatuh timpa tangga nasib perempuan rancang undang undang cipta kerja kebut nilai rugi kalang buruh terma,0
262,@DakwahKhilafah,"Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. Tonton di channel YouTube MMC.

Keywords:
Perbudakan Legal Negara
Perbudakan Legal
Perempuan Korban",jatuh timpa tangga nasib perempuan rancang undang undang cipta kerja kebut nilai rugi kalang buruh perempuan tonton salur youtube mmc keywords budak legal negara budak legal perempuan korban,0
263,@yulina12493694,"Keywords:

Perbudakan Legal Negara
Perbudakan Legal
Perempuan Korban

RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. Selengkapnya tonton video serba-serbi pagi ini hanya di channel YouTube MMC...",keywords budak legal negara budak legal perempuan korban rancang undang undang cipta kerja kebut nilai rugi kalang buruh perempuan lengkap tonton video serba serbi pagi salur youtube mmc,0
264,@irrawardy,Omnibus Law RUU Cipta Kerja akan bermanfaat besar untuk mendorong pemulihan ekonomi nasional dan membawa Indonesia memasuki era baru perekonomian global.,omnibus law rancang undang undang cipta kerja manfaat dorong pulih ekonomi nasional bawa indonesia pasuk era ekonomi global,1
265,@NaufalAsyam3,"Membalas 
@PolitikJowo
 dan 
@jokowiHoaks??, bearti lu blm baca ya? RUU cipta kerja aja masih belum tahu berapa lembar main ketok sah aja. Negara ini berkedaulatan rakyat.",balas baca ya rancang undang undang cipta kerja lembar main ketok sah negara daulat rakyat,0
266,@BasitoToto,"Membalas 
@geloracoGaduh itu karena ada RUU omnibus law Cipta Kerja
Coba aja terbitkan Perppu. Dijamin gak akan gaduh lagi",balas rancang undang undang omnibus law cipta kerja coba terbit atur pusat jamin gaduh,0
267,@ichwan_prasetyo,"Membalas 
@machfudz61
 dan 
@faridgabanJustru ini wujud independensi Tempo: memilih sudut pandang editorial bahwa hanya pembangkangan sipil yang pantas sebagai respons atas pengesahan RUU Cipta Kerja jadi UU Cipta Kerja.",balas wujud independensi tempo pilih sudut pandang editorial bangkang sipil respons kesah rancang undang undang cipta kerja undang undang cipta kerja,0
269,@HendriS90,"Pemerintah memerlukan dukungan rancangan undang-undang (RUU) Cipta Kerja untuk mengimplementasikan aturan terkait jaringan internet generasi kelima (5G) di Tanah Air. Hal ini juga akan berdampak pada infrastrutur ""internet anti-lelet"" yang dapat rampung akhir tahun ini.",perintah dukung rancang undang undang rancang undang undang cipta kerja implementasi atur kait jaring internet generasi tanah air dampak infrastruktur internet anti lelet rampung tahi,1
270,@KaiSadit,"Membalas 
@delululululu
 @Angel123Black03
 dan 
@aelixiaYes I do, Now it’s Ending SARS, 12 youth Hong Kong, Freereinamaenasino Philippines, RUU CIPTA KERJA unjust law Indonesia, NiUnaMenos Mexico, Armenia and Azerbaijan what abt you lisa fans who aware?",balas now s sars pemuda kong freereinamaenasino philippines rancang undang undang cipta kerja adil law indonesia mexico armenia azerbaijan lisa fans sadar,0
271,@Devda81,Kominfo butuh RUU cipta kerja buat bangun infrastruktur internet anti lelet,kominfo butuh rancang undang undang cipta kerja bangun infrastruktur internet anti lelet,1
273,@SyaikhuMochtar,"Melanggar konstitusi dlm proses pengesahan RUU Cipta Kerja. Pelanggaran berat hrs diproses hukum.Tweet Kutipan
Ghina Ghaliya
@ghinaghaliya
 · 18 Okt
Sekali lagi. Menyembunyikan draf, mambahkan/mengurangkan/mengubah substansi dalam RUU setelah disahkan, tentu TIDAK termasuk dalam konsep tahapan pembentukan peraturan perundang-undangan yang baik (UU No. 15/2019) ~
Tampilkan utas ini",langgar konstitusi proses kesah rancang undang undang cipta kerja langgar berat proses hukum tweet kutip ghina ghaliya oktober sembunyi draf kurang ubah substansi rancang undang undang sah konsep tahap bentuk atur undang undang undang undang tampil utas,0
274,@Track47291218,"Membalas 
@RendraNero
 @adrianamonik1
 dan 
@Dandhy_LaksonoAku udah baca yg ruu cipta kerja dan sudah ku kompare sama uu ketenagakerjaan tahun 2003 dan semua pasalnya gak ada tuh yang merugikan.
Makanya aku tanyak sama mu
Yang mana yg buat rugi?",balas baca rancang undang undang cipta kerja kompare undang undang ketenagakerjaan tahi pasal rugi rugi,1
275,@aguspitut1,"Membalas 
@mohmahfudmdKalo ruu cipta kerja ini gold, 5 tahun lagi tidak ada orng ke luar negri hanya untuk kerja pabri, TKW jg akan berkurang.",balas rancang undang undang cipta kerja gold tahi orang negeri kerja pabrik tenaga kerja wanita kurang,1
276,@subschfess,sch! stress bgt di suruh berpendapat ruu cipta kerja huhuh,stres banget suruh dapat rancang undang undang cipta kerja,0
277,@srianazis,"NEWS HARI INI -BUPATI TURUN TANGAN TOLAK RUU CIPTAKERJA  BERITA RAKYAT https://youtu.be/gOZvcYxPhgg lewat 
@YouTubeNEWS HARI INI -BUPATI TURUN TANGAN TOLAK RUU CIPTAKERJA BERITA RAKYAT
#BERITARAKYAT# Berita update poltik populer atau kabar hari ini dan berita terbaru hari ini dan berita politik hari ini serta breaking news dan youtube news ...
youtube.com",news bupati turun tangan tolak rancang undang undang cipta kerja berita rakyat,0
278,@AsriInfara,RUU Cipta Kerja Dinilai akan Membuat Pengangguran dan Kemiskinan Teratasi,rancang undang undang cipta kerja nilai anggur miskin atas,1
279,@Susi_1959,"UU Cipta Kerja yg baru disahkan oleh DPR, ternyata masih memasukan pasal pendidikan didalamnya. Pdhal sebelumnya DPR dan pemerintah tlh sepakat utk mengeluarkan klaster pendidikan dr draft RUU Cipta Kerja stlh menuai protes dr berbagai ormas. Mah lhoo.Ngomong Politik Season 3 Eps 18 - Tidak Ada Tempat bagi Kapitalisasi Pendidikan - Muslimah Media...
link.tospotify.com",undang undang cipta kerja sah dewan wakil rakyat pasu pasal didik dalam dewan wakil rakyat perintah sepakat keluar kluster didik draf rancang undang undang cipta kerja tuai protes organisasi massa omong politik musim episode kapital didik muslimah media link,1
280,@AchFath,"Dijawab tuntas bagaimana perjalanan sikap PKS terhadap RUU Cipta Kerja.
Semoga tidak ada lagi berita hoax tentang PKS terkait ini https://instagram.com/p/CGfUYopFyda/?igshid=1rl2sm4o62alt…",tuntas jalan sikap pks rancang undang undang cipta kerja moga berita hoax pks kait,1
281,@iluniui_,"ILUNI UI bekerja sama dengan Federasi Serikat Musisi Indonesia (Fesmi) mengadakan webinar #Diksi ep.2 Selain itu, ILUNI UI juga menggelar Diskusi Media Pokja RUU Cipta Kerja ILUNI UI. Community Development Center mengadakan Karnaval Psikososial.",ikat alumni universitas indonesia ui federasi serikat musisi indonesia fesmi ada webinar episode ikat alumni universitas indonesia ui gelar diskusi media kelompok kerja rancang undang undang cipta kerja ikat alumni universitas indonesia ui komunitas development pusat ada karnaval psikososial,1
282,@khasanahpramono,"Aku gak tau RUU Cipta kerja itu yg mana, yg 1000 sekian halaman atau 800 sekian halaman. Just give us the true draft with simple explanations ",rancang undang undang cipta kerja sekian halaman sekian halaman just us true draf simpel jelas,1
285,@AndiDarmawan80,"Komisi Nasional Hak Asasi Manusia (Komnas HAM) merekomendasikan Presiden Joko Widodo dan DPR untuk menghentikan pembahasan omnibus law Rancangan Undang-Undang (RUU) Cipta Kerja.Ini 10 Kesimpulan Hasil Kajian Komnas HAM atas RUU Cipta Kerja - Kompas.com
Komnas HAM juga merekomendasikan penghentian pembahasan omnibus law Rancangan Undang-Undang (RUU) Cipta Kerja.
amp.kompas.com",komisi nasional hak asasi manusia komnas hak asai manusia rekomendasi presiden joko widodo dewan wakil rakyat henti bahas omnibus law rancang undang undang rancang undang undang cipta kerja simpul hasil kaji komnas hak asai manusia rancang undang undang cipta kerja komnas hak asai manusia rekomendasi henti bahas omnibus law rancang undang undang rancang undang undang cipta kerja,0
286,@KlimaAction,"Solidaritas Tanpa Batas 
#OmnibusLaw RUU CiptaKerja 
Siapa akan terkesan ? 

Dengarkan mengapa masyarakat sivil turun di jalanan ! 
http://fb.me/e/38oExsh9d
@KlimaAction
  
@350Indonesia
  
@Climaterangers_
  

#TolakOmnibusLaw 
#KeadilanIklim
#BangsaMahasiswa 
#Asia4Climate",solidaritas batas rancang undang undang cipta kerja kes dengar masyarakat sipil turun jalan,0
287,@Faith19241,"Membalas 
@AbrSamad
 dan 
@msaid_diduApakah pengesahan RUU CIPTA KERJA itu menyalahi undang2?",balas kesah rancang undang undang cipta kerja salah,0
288,@kaistoast,"I can't rly sleep so to my indon moots,, I'm still in the fence regarding how I should feel about the RUU cipta kerja like I feel like I'm missing so many things just cuz my Indonesian in lacking and it's so hard to make an objective stance on it ",t tidur my indonesia moots m feel rancang undang undang cipta kerja like feel like m missing just my indonesia s keras pakai an objective diri on,0
289,@TentaraRakyat,"Membalas 
@tempodotco
 dan 
@JaYaNeger1KuPemerintah takut didemo??berarti memang bener ini RUU cipta kerja menyusahkan Rakyat...hrs dibatalkan atau Jokowi mundur",balas takut demo rancang undang undang cipta kerja susah rakyat batal jokowi mundur,0
290,@TentaraRakyat,"Percuma ke MK... siapa yg pilih ketua MK???yaa presiden...trus bisa gagalkan RUU cipta kerja?? Mereka pikir Rakyat Indonesia lulusan TK semua kali ye....Tweet Kutipan
Edy Bayo Regar
@Regar_Oposisi
 · 18 Okt
Pemerintah ngotot nyuruh omnibus law dibawa ke MK. 
Apakah MK masih bisa dipercaya?",mahkamah konstitusi pilih ketua mahkamah konstitusi ya presiden gagal rancang undang undang cipta kerja pikir rakyat indonesia lulus kali ya tweet kutip edy regar oktober perintah otot suruh omnibus law bawa mahkamah konstitusi mahkamah konstitusi percaya,0
291,@muh_rhezaaditya,Sampai hari ini seluruh daerah masih dengan gagah dan lantangnya memperjuangkan untuk membatalkan RUU Cipta Kerja. Kita doakan  semoga perjuangan membuahkan hasil. Aaamiin.,daerah gagah lantang juang batal rancang undang undang cipta kerja doa moga juang buah hasil amin,1
294,@Yosudarsoo,"Temuan LP3ES: Akun Buzzer Dominasi Peta Percakapan Pendukung UU CIpta Kerja.Aktor yang dominan pada klaster kontra RUU Cipta Kerja adalah : Pukat UGM. Kemudian media massa, politikus Demokrat Agus Harimurti Yudhoyono, dan politikus PKS Hidayat Nur Wahid.Temuan LP3ES: Akun Buzzer Dominasi Peta Percakapan Pendukung UU CIpta Kerja
LP3ES mengatakan akun pendengung atau buzzer mendominasi peta percakapan pada klaster partai politik pendukung UU Cipta kerja.
nasional.tempo.co",temu akun buzzer dominasi peta cakap dukung undang undang cipta kerja aktor dominan kluster kontra rancang undang undang cipta kerja pukat ugm media politikus demokrat agus harimurti yudhoyono politikus pks hidayat nur wahid temu akun buzzer dominasi peta cakap dukung undang undang cipta kerja akun dengung buzzer dominasi peta cakap kluster partai politik dukung undang undang cipta kerja nasional tempo,0
295,@RicKY_KCh,"Membalas 
@tolakbigotnkri
 @eLHurryKoRn
  dan 4 lainnyaMasih mendingan yg demo menolak RUU Cipta kerja tp mendukung RUU penghapusan kekerasan seksual! #SahkanRUUPKS",balas mending demo tolak rancang undang undang cipta kerja dukung rancang undang undang hapus keras seksual,0
296,@Nitro_Foxit,"Membalas 
@GarudaOposisi2Org2 yg berkepentingan pada RUU CIPTA KERJA menghamburkan receh untuk bs kuasai segunung emas.",balas penting rancang undang undang cipta kerja hambur receh kuasa gunung emas,0
298,@TeukuZoelfikar,"Membalas 
@jamelsiagianBahas ruu cipta kerja",balas rancang undang undang cipta kerja,1
299,@merodogs," DISKUSI AKTUAL 
*Telaah Kritis UU Omnibus Law Cipta Kerja dan Solusi Islam*

Minggu, 18 Oktober 2020
Pukul 08.00--selesai

Pengesahan Omnibus Law RUU Cipta Kerja pada Senin 5 Oktober lalu mendapat penolakan dari berbagai elemen masyarakat, dalam bentuk demonstra",diskusi aktual telaah kritis undang undang omnibus law cipta kerja solusi islam minggu oktober selesai kesah omnibus law rancang undang undang cipta kerja senin oktober tolak elemen masyarakat bentuk demonstran,1
300,@AffandiMasrul,Awalnya sih saya benci dan ga suka jokowi tpi setelah menemukan salah satu akun IG.. saya berubah pikiran ada hal yg ganjil yg tdk pernah diberitakan.. katanya RUU Cipta kerja itu merugikan pengusaha besar dan sudah lama di indo karena bila ada perusahaan baru maka izinya mudah,sih benci suka jokowi temu salah akun instagram ubah pikir ganjil berita rancang undang undang cipta kerja rugi usaha indonesia usaha izinya mudah,0
301,@Unknown57122317,"Kalau kena gas air mata enggak kabur teriaknya bukan revolusi ngab. Tapi teriak ""hidup RUU Cipta Kerja"" sambil pakai masker anti gas air mata sambil bawa tameng dan pentungan.Tweet Kutipan
Delano J. Muntu
@delanomuntu
 · 18 Okt
Membalas @AbdulAz93506871 @PakattDayak dan @Dandhy_Laksono
Sok2 treak revolusi, kena gas air mata aja kabur. KNTL LO AH!",kena gas air mata kabur teriak revolusi bang teriak hidup rancang undang undang cipta kerja pakai masker anti gas air mata bawa tameng pentung tweet kutip delano j muntu oktober balas treak revolusi kena gas air mata kabur kontol,0
302,@nasrul_haqqi,"Membalas 
@wolfkillkadrun
 @donie_bkt
  dan 3 lainnyaRUU cipta kerja diinisiasi pemerintah melalui usulan presiden kepada DPR",balas rancang undang undang cipta kerja inisiasi perintah usul presiden dewan wakil rakyat,1
303,@andyydepp,"Membalas 
@QuvvattGrafik kayak ginian malah bisa dijadiin legitimasi pentingnya RUU Cipta Kerja... ",balas kayak legitimasi rancang undang undang cipta kerja,0
304,@greypunch,"Entah kenapa ikut senang aja kalau UMKM diberdayakan begini sama pemerintah.

UMKM selama ini gak pernah demo dan banyak menuntut, tapi kini UMKM sepertinya mendapatkan angin segar, apalagi dengan adanya ruu cipta kerja yg memberikan banyak kemudahan. Kemendag Gandeng Accor Group, BNI, dan Gojek Berdayakan UMKM di Jateng
Kerjasama ini dilaksanakan sebagai tindak lanjut nyata dari Kemendag dalam melaksanakan arahan Presiden pada 14 Mei 2020 telah mencanangkan gerakan nasional bangga buatan Indonesia.
liputan6.com",senang usaha mikro tengah daya perintah usaha mikro tengah demo tuntut usaha mikro tengah angin segar rancang undang undang cipta kerja mudah kemendag gandeng grup bni gojek daya usaha mikro tengah jawa kerjasama laksana tindak nyata kemendag laksana arah presiden mei canang gera nasional bangga buat indonesia,1
305,@yusuf_dumdum,"NONGKI 20 – Menolak Lupa RUU PKS: Urgensi dan Kontroversi

UU Omnimbus Law Cipta Kerja telah disahkan, meskipun menuai banyak protes. Sementara itu, RUU PKS justru dikeluarkan dari daftar Program Legislasi Nasional (Prolegnas) 2020.",tongkrong bareng tolak lupa rancang undang undang pks urgensi kontroversi undang undang omnibus law law cipta kerja sah tuai protes rancang undang undang pks keluar daftar program legislasi nasional program legislatif nasional,0
